,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,abstracts.cdata!,authors.2.author,authors.3.author,authors.4.author,authors.5.author,authors.6.author,authors.7.author,authors.8.author,EnvironmentalCategory
104,34027396,World,Policy Research Working Paper,2023-03-23T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10374; COVID-19 (Coronavirus)","Trade Promotion Organizations in
            the Pandemic World",http://documents.worldbank.org/curated/en/099724003232392542/pdf/IDU01a1528ce02d2404f7c09f4102d0e6fc3d6b2.pdf,/research/2023/03/34027396/trade-promotion-organizations-pandemic-world,http://documents.worldbank.org/curated/en/099724003232392542/IDU01a1528ce02d2404f7c09f4102d0e6fc3d6b2,2023/03/34027396/IDU01a1528ce02d2404f7c09f4102d0e6fc3d6b2,099724003232392542,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099724003232392542/IDU01a1528ce02d2404f7c09f4102d0e6fc3d6b2,"Choi,Yewon","Fernandes,Ana Margarida","Trade Promotion Organizations in the
            Pandemic World",34027396,"A 2021-22 survey of trade promotion
            organizations conducted by the World Bank to understand how
            the COVID-19 pandemic affected their functioning suggests
            four main findings. First, trade promotion organizations in
            high-income countries are larger than those in low-income
            countries, suggesting a stronger capacity to adapt during
            the pandemic. Second, trade promotion organizations in
            high-income countries saw a significant jump in their median
            budget in 2021 indicating a strong response effort. In
            low-income countries, the budgets of trade promotion
            organizations declined. Third, most trade promotion
            organizations in high-income countries put in place a
            COVID-19 recovery plan, while none of the trade promotion
            organizations in low-income countries had one in place at
            the time of the survey. Fourth, trade promotion
            organizations used several virtual tools during the
            pandemic, such as business-to-business matching events and
            training of small firms on e-commerce, and are expecting to
            increase the use of all virtual tools post COVID-19. Trade
            promotion organizations’ use of virtual tools in low-income
            countries remained limited.","Grover,Arti Goswami","Iacovone,Leonardo","Olarreaga,Marcelo",,,,,
105,34029276,World,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10375,"The Impact of Ethnic
            Fractionalization on Labor Productivity : Does Firm Size Matter?",http://documents.worldbank.org/curated/en/099301003272322957/pdf/IDU0a26825c20729b04225082d502fb054d90104.pdf,/research/2023/03/34029276/impact-ethnic-fractionalization-labor-productivity-firm-size-matter,http://documents.worldbank.org/curated/en/099301003272322957/IDU0a26825c20729b04225082d502fb054d90104,2023/03/34029276/IDU0a26825c20729b04225082d502fb054d90104,099301003272322957,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099301003272322957/IDU0a26825c20729b04225082d502fb054d90104,"Amin,Mohammad","Khalid,Usman","The Impact of Ethnic Fractionalization on
            Labor Productivity : Does Firm Size Matter?",34029276,"Ethnic fractionalization has both
            positive and negative consequences. It is contended that the
            positive effects due to skill complementarity in the
            production process apply to large firms that have more
            complex and diversified production structures. Because small
            businesses rely more on public goods and have less access to
            institutions, the negative effects of lower quality public
            goods and higher transaction costs have a greater impact on
            them. Consistent with this viewpoint, it is found that a
            larger firm size significantly mitigates the negative impact
            of higher ethnic fractionalization on the level and growth
            rate of labor productivity in manufacturing firms across 84
            developing countries. There is no robust and significant
            impact of ethnic fractionalization on large firms for the
            main and most of the other firm size categorizations
            considered. The results are confirmed by the instrumental
            variables estimation method, which uses the duration of
            early human settlement in each country to instrument ethnic
            fractionalization. Evidence is provided on the potential
            mechanisms by which ethnic fractionalization affects small
            versus large firms. The findings have significant policy
            implications, which are discussed in detail.",,,,,,,,
106,34029330,India,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10376,"Man or Machine ? Environmental
            Consequences of Wage Driven Mechanization in Indian Agriculture",http://documents.worldbank.org/curated/en/099331103272325045/pdf/IDU048f582490193f040690aa5e0f520e1b96a3f.pdf,/research/2023/03/34029330/man-or-machine-environmental-consequences-wage-driven-mechanization-indian-agriculture,http://documents.worldbank.org/curated/en/099331103272325045/IDU048f582490193f040690aa5e0f520e1b96a3f,2023/03/34029330/IDU048f582490193f040690aa5e0f520e1b96a3f,099331103272325045,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099331103272325045/IDU048f582490193f040690aa5e0f520e1b96a3f,"Behrer,Arnold Patrick",,"Man or Machine ? Environmental Consequences
            of Wage Driven Mechanization in Indian Agriculture",34029330,"This paper uses an exogenous shock to
            wages from the world’s largest anti-poverty program to show
            that higher wages can lead to increased air pollution,
            likely by inducing farmers to shift into a labor-saving and
            mechanized production process. Using a
            difference-in-differences approach on the staggered roll-out
            of India’s Mahatma Gandhi National Rural Employment
            Guarantee Act (MNREGA), combined with data on nearly 1
            million fires, the paper shows that the frequency of
            agricultural fires increases by 21 percent after the shock.
            The increase in fires is concentrated in districts that
            appear more likely to mechanize the harvest. MNREGA did not
            lead to changes in area planted or tonnage produced in fire
            intensive crops. The estimates show that nationally, the
            shock increased the rate of particulate emissions from
            biomass burning by 30 to 50 percent. The results suggest
            that absent policies to correct for environmental
            externalities of mechanization at all stages of development,
            labor market shocks may lead to inefficient levels of mechanization.",,,,,,,,
107,34029349,"Western Africa,Senegal",Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            1010378; Impact Evaluation series","Conscientiousness and Labor
            Market Returns : Evidence from a Field Experiment in West Africa",http://documents.worldbank.org/curated/en/099355203272341682/pdf/IDU10a4b67201c3a71461a1b91b19fd8c4c97768.pdf,/research/2023/03/34029349/conscientiousness-labor-market-returns-evidence-field-experiment-west-africa,http://documents.worldbank.org/curated/en/099355203272341682/IDU10a4b67201c3a71461a1b91b19fd8c4c97768,2023/03/34029349/IDU10a4b67201c3a71461a1b91b19fd8c4c97768,099355203272341682,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099355203272341682/IDU10a4b67201c3a71461a1b91b19fd8c4c97768,"Allemand,Mathias","Kirchberger,Martina","Conscientiousness and Labor Market Returns :
            Evidence from a Field Experiment in West Africa",34029349,"Despite extensive evidence on the
            importance of non-cognitive skills for labor market
            outcomes, to what extent training can affect specific skills
            in adulthood remains an open question. This paper conducts a
            randomized controlled trial with low-skilled employed
            workers in Senegal where workers were randomly assigned to
            receive a training intervention designed to affect
            conscientiousness-related skills. The study found that
            treated workers were significantly more likely to stay in
            their job and had higher earnings nine months after the
            intervention. The findings suggest that non-cognitive skills
            can be affected later in the life cycle and targeted
            training can have substantial labor market returns.",Sveta Milusheva,"Newman,Carol Frances","Roberts,Brent","Thorne,Vincent",,,,
108,34029387,Nigeria,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10379,"Coping with Compounding
            Challenges in Conflict Crises : Evidence from North-east Nigeria",http://documents.worldbank.org/curated/en/099424103272317155/pdf/IDU08c7cd15e0cd8a042390a3420a9ae6643ca4e.pdf,/research/2023/03/34029387/coping-compounding-challenges-conflict-crises-evidence-north-east-nigeria,http://documents.worldbank.org/curated/en/099424103272317155/IDU08c7cd15e0cd8a042390a3420a9ae6643ca4e,2023/03/34029387/IDU08c7cd15e0cd8a042390a3420a9ae6643ca4e,099424103272317155,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099424103272317155/IDU08c7cd15e0cd8a042390a3420a9ae6643ca4e,"Stojetz,Wolfgang","Brück,Tilman","Coping with Compounding Challenges in
            Conflict Crises : Evidence from North-east Nigeria",34029387,"This paper analyzes how the
            intersectionality of gender, forced displacement, and
            collective violence shapes coping behaviors in conflict
            crises, paying particular attention to household composition
            by gender and age. Drawing on survey data from 17,951
            individuals in North-east Nigeria, the analysis finds that
            coping behaviors at the household, adult, and child levels
            are interlinked and strongly shaped by compounding
            challenges stemming from individual gender, household forced
            displacement status, and local violence shocks. These
            challenges have significant welfare implications and create
            severe vulnerabilities and special needs for specific groups
            of households and individuals, such as rural communities
            affected by violence, large households with many children,
            female breadwinners, and displaced girls. The findings
            emphasize the need for and potential of concerted policy
            approaches that account for the intersectionality of gender,
            displacement, and violence in conflict settings and pay
            particular attention to specific types of communities,
            households, and individuals.",,,,,,,,
109,34029541,World,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10381;  COVID-19 (Coronavirus)","COVID-19 School Closures,
            Learning Losses and Intergenerational Mobility",http://documents.worldbank.org/curated/en/099800203272389346/pdf/IDU0efe822480e07b0468e0bcfb0824a7e6ce89d.pdf,/research/2023/03/34029541/covid-19-school-closures-learning-losses-intergenerational-mobility,http://documents.worldbank.org/curated/en/099800203272389346/IDU0efe822480e07b0468e0bcfb0824a7e6ce89d,2023/03/34029541/IDU0efe822480e07b0468e0bcfb0824a7e6ce89d,099800203272389346,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099800203272389346/IDU0efe822480e07b0468e0bcfb0824a7e6ce89d,"Azevedo,Joao Pedro Wagner De","Cojocaru,Alexandru","COVID-19 School Closures, Learning Losses
            and Intergenerational Mobility",34029541,"The paper presents a first global
            investigation of the longer-term inequality implications of
            COVID-19 by examining the effect of school closures on the
            ability of children from different countries and backgrounds
            to engage in continued learning throughout the pandemic, and
            their implications for intergenerational mobility in
            education. The analysis builds on the data from the Global
            Database of Intergenerational Mobility, country-specific
            results of the learning loss simulation model using weekly
            school closure information from February 2020 to February
            2022, and high-frequency phone survey data collected by the
            World Bank during the pandemic to assess the incidence and
            quality of continued learning during periods of school
            closures across children from different backgrounds. Based
            on this information, the paper simulates counterfactual
            levels of educational attainment and corresponding absolute
            and relative intergenerational educational mobility measures
            with and without COVID-19 impacts, to arrive at estimates of
            COVID-19 impacts. The simulations suggest that the extensive
            school closures and associated learning losses are likely to
            have a significant impact on both absolute and relative
            intergenerational educational mobility in the absence of
            remedial measures. In upper-middle-income countries, the
            share of children with more years of education than their
            parents (absolute mobility) could decline by 8 percentage
            points, with the largest impacts observed in the Latin
            America region. Furthermore, unequal access to continued
            learning during school closures across children from
            households of different socioeconomic backgrounds (proxied
            by parental education levels) leads to a significant decline
            in relative educational mobility.","Montalva Talledo,Veronica Sonia","Narayan,Ambar",,,,,,
110,34029551,World,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10382,"Services-Led Growth: Better
            Prospects after the Pandemic ?",http://documents.worldbank.org/curated/en/099820203272339879/pdf/IDU00fd3d9af0140b044210aa5a0aebfaf2f92ba.pdf,/research/2023/03/34029551/services-led-growth-better-prospects-after-pandemic,http://documents.worldbank.org/curated/en/099820203272339879/IDU00fd3d9af0140b044210aa5a0aebfaf2f92ba,2023/03/34029551/IDU00fd3d9af0140b044210aa5a0aebfaf2f92ba,099820203272339879,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099820203272339879/IDU00fd3d9af0140b044210aa5a0aebfaf2f92ba,"Nayyar,Gaurav","Davies,Elwyn Adriaan Robin","Services-Led Growth: Better Prospects after
            the Pandemic ?",34029551,"The service sector accounted for
            two-thirds of economic growth in emerging market and
            developing economies over the past three decades. It
            consists of a wide range of activities, ranging from
            high-skilled offshorable services, such as information and
            communications technology (ICT) and professional services,
            to low-skilled “contact” services, such as retail and
            hospitality. The pandemic disrupted many low-skilled contact
            services that typically require face-to-face interactions
            between providers and consumers. High-skilled offshorable
            services were the least affected owing to the use of digital
            technology that enabled remote delivery. Increased
            digitalization has improved prospects for scale economies
            and innovation in the service sector that were previously
            constrained by the need for physical proximity and the lack
            of opportunities to augment labor with capital. Policies to
            support the diffusion of digital technologies could
            therefore further raise the growth potential of the service
            sector. Policies to improve market access for, and skills
            in, ICT and professional services could ease important
            constraints on growth opportunities in these high-skilled
            offshorable services that have best withstood the pandemic.
            The same holds true for policies, including regulatory
            reforms, that promote investment in low-skilled contact
            services, such as transportation, which have important
            linkages with the wider economy.",,,,,,,,
111,34029631,China,Policy Research Working Paper,2023-03-27T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10380,"China as an International Lender
            of Last Resort",http://documents.worldbank.org/curated/en/099450403272313885/pdf/IDU046bbbd8d06cc0045a708397004cbf4d2118e.pdf,/research/2023/03/34029631/china-international-lender-last-resort,http://documents.worldbank.org/curated/en/099450403272313885/IDU046bbbd8d06cc0045a708397004cbf4d2118e,2023/03/34029631/IDU046bbbd8d06cc0045a708397004cbf4d2118e,099450403272313885,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099450403272313885/IDU046bbbd8d06cc0045a708397004cbf4d2118e,"Horn,Sebastian Andreas","Parks,Bradley Christopher",China as an International Lender of Last Resort,34029631,"This paper shows that China has
            launched a new global system for cross-border rescue lending
            to countries in debt distress. It builds the first
            comprehensive dataset on China’s overseas bailouts between
            2000 and 2021 and provide new insights into China’s growing
            role in the global financial system. A key finding is that
            the global swap line network put in place by the People’s
            Bank of China is increasingly used as a financial rescue
            mechanism, with more than USD 170 billion in liquidity
            support extended to crisis countries, including repeated
            rollovers of swaps coming due. The swaps bolster gross
            reserves and are mostly drawn by distressed countries with
            low liquidity ratios. In addition, we show that Chinese
            state-owned banks and enterprises have given out an
            additional USD 70 billion in rescue loans for balance of
            payments support. Taken together, China’s overseas bailouts
            correspond to more than 20 percent of total IMF lending over
            the past decade and bailout amounts are growing fast.
            However, China’s rescue loans differ from those of
            established international lenders of last resort in that
            they (i) are opaque, (ii) carry relatively high interest
            rates, and (iii) are almost exclusively targeted to debtors
            of China's Belt and Road Initiative. These findings
            have implications for the international financial and
            monetary architecture, which is becoming more multipolar,
            less institutionalized, and less transparent.","Reinhart,Carmen M.","Trebesch,Christoph",,,,,,
112,34030139,"Chile,Colombia,Indonesia,World",Policy Research Working Paper,2023-03-28T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10383,"Is Climate Change Slowing the
            Urban Escalator out of Poverty ? Evidence from Chile,
            Colombia, and Indonesia",http://documents.worldbank.org/curated/en/099235103282317983/pdf/IDU0c125487c01df2049010910903de71f13ecb9.pdf,/research/2023/03/34030139/climate-change-slowing-urban-escalator-out-poverty-evidence-chile-colombia-indonesia,http://documents.worldbank.org/curated/en/099235103282317983/IDU0c125487c01df2049010910903de71f13ecb9,2023/03/34030139/IDU0c125487c01df2049010910903de71f13ecb9,099235103282317983,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099235103282317983/IDU0c125487c01df2049010910903de71f13ecb9,"Nakamura,Shohei","Abanokova,Ksenia","Is Climate Change Slowing the Urban
            Escalator out of Poverty ? Evidence from Chile, Colombia,
            and Indonesia",34030139,"While urbanization has great
            potential to facilitate poverty reduction, climate shocks
            represent a looming threat to such upward mobility. This
            paper empirically analyzes the effects of climatic risks on
            the function of urban agglomerations to support poor
            households to escape from poverty. Combining household
            surveys with climatic datasets, the panel regression
            analysis for Chile, Colombia, and Indonesia finds that
            households in large metropolitan areas are more likely to
            escape from poverty, indicating better access to economic
            opportunities in those areas. However, the climate shocks
            offset such benefits of urban agglomerations, as extreme
            rainfalls and high flood risks significantly reduce the
            chance of upward mobility. The findings underscore the need
            to enhance resilience among the urban poor to allow them to
            fully utilize the benefits of urban agglomerations.","Dang,Hai-Anh H.","Takamatsu,Shinya","Pei,Chunchen","Prospere,Dilou",,,,
113,34030157,Ukraine,Policy Research Working Paper,2023-03-28T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10385,"Land and Mortgage Markets in
            Ukraine : Pre-War Performance, War Effects, and Implications
            for Recovery",http://documents.worldbank.org/curated/en/099313403282335729/pdf/IDU0d9df3fc405426048e409c890d89a35330c5f.pdf,/research/2023/03/34030157/land-mortgage-markets-ukraine-pre-war-performance-war-effects-implications-recovery,http://documents.worldbank.org/curated/en/099313403282335729/IDU0d9df3fc405426048e409c890d89a35330c5f,2023/03/34030157/IDU0d9df3fc405426048e409c890d89a35330c5f,099313403282335729,,http://documents.worldbank.org/curated/en/099313403282335729/IDU0d9df3fc405426048e409c890d89a35330c5f,"Deininger,Klaus W.","Ali,Daniel Ayalew","Land and Mortgage Markets in Ukraine :
            Pre-War Performance, War Effects, and Implications for Recovery",34030157,"Almost throughout Ukraine’s
            independent history, agricultural land sales were
            prohibited. Measures to allow them and make land governance
            more transparent in 2020/21 were expected to improve equity,
            investment, credit access, and decentralization. This paper
            draws on administrative data and satellite imagery to
            describe land market performance before and after the
            Russian invasion, assess changes in land use for transacted
            parcels, and analyze determinants of land prices.
            Agricultural land market volume soon exceeded that of
            residential land and continued at a reduced level and with
            prices some 15–20 percent lower even after the invasion,
            with little sign of speculative land acquisition. Mortgage
            market activity and credit access remained below
            expectations. The paper discusses reasons and options for
            addressing them in a way that also factors in the needs of
            post-war reconstruction.",,,,,,,,
114,34030257,Kenya,Policy Research Working Paper,2023-03-28T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10386; Impact Evaluation series;  Paper is funded by the
            Knowledge for Change Program (KCP); RRR","Randomized Regulation : The
            Impact of Minimum Quality Standards on Health Markets",http://documents.worldbank.org/curated/en/099512203282320098/pdf/IDU0932a20f9092e104d0c0a67a02b09390486b1.pdf,/research/2023/03/34030257/randomized-regulation-impact-minimum-quality-standards-health-markets,http://documents.worldbank.org/curated/en/099512203282320098/IDU0932a20f9092e104d0c0a67a02b09390486b1,2023/03/34030257/IDU0932a20f9092e104d0c0a67a02b09390486b1,099512203282320098,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099512203282320098/IDU0932a20f9092e104d0c0a67a02b09390486b1,"Bedoya Arguelles,Guadalupe","Das,Jishnu","Randomized Regulation : The Impact of
            Minimum Quality Standards on Health Markets",34030257,"This paper presents results from the
            first randomization of a regulatory reform in the health
            sector. The reform established minimum quality standards for
            patient safety, an issue that has become increasingly
            salient following the Ebola and COVID-19 epidemics. In the
            experiment, all 1,348 health facilities in three Kenyan
            counties were classified into 273 markets, and the markets
            were then randomly allocated to treatment and control
            groups. Government inspectors visited health facilities and,
            depending on the results of their inspection, recommended
            closure or a timeline for improvements. The intervention
            increased compliance with patient safety measures in both
            public and private facilities (more so in the latter) and
            reallocated patients from private to public facilities
            without increasing out-of-pocket payments or decreasing
            facility use. In treated markets, improvements were equally
            marked throughout the quality distribution, consistent with
            a simple model of vertical differentiation in oligopolies.
            This paper thus establishes the use of experimental
            techniques to study regulatory reforms and, in doing so,
            shows that minimum standards can improve quality across the
            board without adversely affecting utilization.","Dolinger,Amy",,,,,,,
115,34030360,"World,Middle East and North Africa",Policy Research Working Paper,2023-03-28T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10384,"Access to Credit and Bank
            Ownership: Evidence from Firm-Level Data",http://documents.worldbank.org/curated/en/099816103282323796/pdf/IDU03c4cf2f80756e044190ae7103c5228a519ef.pdf,/research/2023/03/34030360/access-credit-bank-ownership-evidence-firm-level-data,http://documents.worldbank.org/curated/en/099816103282323796/IDU03c4cf2f80756e044190ae7103c5228a519ef,2023/03/34030360/IDU03c4cf2f80756e044190ae7103c5228a519ef,099816103282323796,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099816103282323796/IDU03c4cf2f80756e044190ae7103c5228a519ef,"Di Filippo,Mario","Panizza,Ugo G.","Access to Credit and Bank Ownership:
            Evidence from Firm-Level Data",34030360,"This paper uses a unique dataset with
            matched information at the firm-bank level covering 13,000
            firms and 550 banks in 36 emerging and developing economies
            over 2012–20. The analysis tests whether government-owned
            banks fulfill their social mandate by targeting credit
            constrained firms or firms that are more likely to generate
            positive externalities. The findings show that credit
            constrained firms are more likely to borrow from
            government-owned banks, and that this is especially the case
            in countries with good institutions. However, the paper does
            not find any evidence that government-owned banks target
            innovative firms or “green” firms. The findings show that in
            firms that borrow from government-owned banks, employment
            reacts less to business cycle conditions relative to firms
            that borrow from private banks. The paper further shows that
            employment is more stable in credit constrained firms that
            have a relationship with a government-owned banks with
            respect to credit constrained firms that borrow from a
            private bank.",,,,,,,,
116,34030944,Italy,Policy Research Working Paper,2023-03-29T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10387,"Simulating the Effect of Business
            Tax Abolition through a New Regional CGE Model : Evidence
            from Italy",http://documents.worldbank.org/curated/en/099256203292313304/pdf/IDU0d4c5420a036e3048de0875f0c8c25d7dca6a.pdf,/research/2023/03/34030944/simulating-effect-business-tax-abolition-through-new-regional-cge-model-evidence-italy,http://documents.worldbank.org/curated/en/099256203292313304/IDU0d4c5420a036e3048de0875f0c8c25d7dca6a,2023/03/34030944/IDU0d4c5420a036e3048de0875f0c8c25d7dca6a,099256203292313304,,http://documents.worldbank.org/curated/en/099256203292313304/IDU0d4c5420a036e3048de0875f0c8c25d7dca6a,"Baldassarre,Alessio","Calà,Valerio Ferdinando","Simulating the Effect of Business Tax
            Abolition through a New Regional CGE Model : Evidence from Italy",34030944,"The main goal of regional computable
            general equilibrium models is to analyze how different
            regions within a specific area react to certain shocks.
            Therefore, countries with high heterogeneity among regions,
            like Italy, constitute an interesting case study for
            regional computable general equilibrium model analysis. This
            paper presents the regional part of the new (recursive)
            dynamic single-country computable general equilibrium model
            called the Italian Regional and Environmental Computable
            General Equilibrium of the Department of Finance, based on
            the Mitigation, Adaptation and New Technologies Applied
            General Equilibrium model of the World Bank. A new regional
            social accounting matrix for Italy (20 regions at the
            Nomenclature of territorial units for statistics level) has
            been constructed. The social accounting matrix is used as
            input data to simulate the abolition of the regional tax on
            productive activities (regional business tax) through three
            different scenarios, focusing on the effects on gross
            domestic product, regional value added, and welfare. The
            results show that under the modeling assumptions, the
            complete abolition of the regional tax on productive
            activities would positively impact Italian economic growth
            and regional welfare.","Carullo,Danilo","Dudu,Hasan","Fusco,Elisa Marie","Giacobbe,Pasquale","Orecchia,Carlo",,,
117,34030950,World,Policy Research Working Paper,2023-03-29T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10388,"Product Market Monopolies and
            Labor Market Monopsonies",http://documents.worldbank.org/curated/en/099320303292392319/pdf/IDU048d194d80f0ab04aad091360f1cb9d6c3c03.pdf,/research/2023/03/34030950/product-market-monopolies-labor-market-monopsonies,http://documents.worldbank.org/curated/en/099320303292392319/IDU048d194d80f0ab04aad091360f1cb9d6c3c03,2023/03/34030950/IDU048d194d80f0ab04aad091360f1cb9d6c3c03,099320303292392319,,http://documents.worldbank.org/curated/en/099320303292392319/IDU048d194d80f0ab04aad091360f1cb9d6c3c03,"Cali,Massimiliano","Presidente,Giorgio",Product Market Monopolies and Labor Market Monopsonies,34030950,"This paper unveils a novel
            externality of product market regulation in the labor
            market. It shows theoretically and empirically that higher
            barriers to entry in product markets translate into higher
            employers’ labor market power, measured by the wage
            markdown—the ratio between the marginal product of labor and
            the wage. The literature suggests that this wedge can
            distort factor allocation, resulting in lower aggregate
            output and employment, but also in higher inequality through
            a reduction in the labor share of national output. Using
            variation in investment restrictions across 346
            manufacturing product markets in Indonesia, the analysis
            finds that wage markdowns increase by 25 percent in product
            markets that become subject to investment restrictions. The
            result is rationalized using a simple oligopsony model in
            which higher entry costs reduce the equilibrium number of
            firms, thereby limiting employment options for workers and,
            hence, their labor market power. Instrumental variable
            estimates support the model’s prediction that lower entry is
            the main driver of the positive relationship between
            investment restrictions and wage markdowns.",,,,,,,,
118,34032007,Africa,Policy Research Working Paper,2023-03-30T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10389,"Land Institutions to Address New
            Challenges in Africa : Implications for the World Bank’s
            Land Policy",http://documents.worldbank.org/curated/en/099813203302325392/pdf/IDU0bc9ee6050db8b049070bf840553ed3481508.pdf,/research/2023/03/34032007/land-institutions-address-new-challenges-africa-implications-world-bank’s-land-policy,http://documents.worldbank.org/curated/en/099813203302325392/IDU0bc9ee6050db8b049070bf840553ed3481508,2023/03/34032007/IDU0bc9ee6050db8b049070bf840553ed3481508,099813203302325392,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099813203302325392/IDU0bc9ee6050db8b049070bf840553ed3481508,"Deininger,Klaus W.","Goyal,Aparajita","Land Institutions to Address New Challenges
            in Africa : Implications for the World Bank’s Land Policy",34032007,"In coming decades, Africa’s urban
            populations will expand, and effects of climate change more
            keenly felt. In this context, land policies and institutions
            will be essential to allow urban dwellers to access
            productive jobs, breathe clean air, and live in decent
            housing; entrepreneurs, especially women, to leverage land
            for productive investment; and farmers to diversify, insure
            against shocks, and accumulate capital. Yet, many African
            land registries perform poorly, command little trust, and
            have failed to capitalize on opportunities to improve
            quality, relevance, and outreach via digital
            interoperability, use of earth observation, and
            connectivity. Reform examples and literature suggest that
            (i) regulatory and institutional reforms are key to building
            state capacity even in the absence of titling programs; (ii)
            title issuance in urban areas that aims to improve property
            tax collection, develop markets for long-term finance, and
            support infrastructure planning, financing, and construction
            will have higher returns than rural titling; (iii) issuance
            of digital georeferenced land use rights can help activate
            rural factor markets and, if linked to farmer registries,
            improve subsidy targeting and effectiveness; and (iv)
            demarcation and transparent decentralized management of
            public land is essential to attract investment, including
            climate finance without fueling corruption and manage
            disputes before they escalate into ethnic violence.",,,,,,,,
119,34034392,Bangladesh,Policy Research Working Paper,2023-04-03T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10390; Impact Evaluation series","Introducing E-Procurement in
            Bangladesh:  The Promise of Efficiency and Openness",http://documents.worldbank.org/curated/en/099246304032338660/pdf/IDU09f05add909870047c80a654079eafc717d46.pdf,/research/2023/04/34034392/introducing-e-procurement-bangladesh-promise-efficiency-openness,http://documents.worldbank.org/curated/en/099246304032338660/IDU09f05add909870047c80a654079eafc717d46,2023/04/34034392/IDU09f05add909870047c80a654079eafc717d46,099246304032338660,,http://documents.worldbank.org/curated/en/099246304032338660/IDU09f05add909870047c80a654079eafc717d46,"Blum,Jurgen Rene","Datta,Arkopal","Introducing E-Procurement in Bangladesh:
            The Promise of Efficiency and Openness",34034392,"Governments around the world spend
            about one-third of their budgets through public procurement
            systems where electronic administration of public tenders
            promises great benefits. However, surprisingly little is
            known about how, under which circumstances, and through
            which features electronic systems work. To address these
            questions, this paper looks at the introduction of an
            electronic procurement system compared to a fully
            paper-based system in Bangladesh in 2011–16. The impact of
            the electronic procurement system on access to public
            tenders, their economy, and administrative efficiency is
            estimated. Contracts were matched both within procuring
            entities and years, and fixed effects regressions were run
            to address biases emanating from nonrandom assignment to
            treatment. The findings show an overwhelmingly positive
            impact. Access improves, with the number of bidders
            increasing by 1.6–2.2 and the probability of a single bidder
            decreasing by 7.8–13.5 percentage points. Economy also
            improves as discounts firms offer increase by 7.4–8.0
            percentage points. Administrative efficiency greatly
            improves too: the total time of processing a tender—starting
            from the public call for tenders to contract signature—drops
            by 15.6–19.2 days. However, it is possible that low
            performance and rent-seeking were displaced to the contract
            implementation phase, which remained principally
            paper-administered. These results indicate that the
            government directly saved US$460 million to US$513 million
            in the analyzed electronic tenders, largely due to increased
            winning rebates and lower advertising costs. Considering the
            indirect macro effects, the introduction of electronic
            procurement increased Bangladesh’s gross domestic product by
            0.48 to 0.54 percent, or US$1.4 billion to US$1.6 billion in 2019.","Fazekas,Mihály","Samaddar,Sushmita","Siddique,Ishtiak",,,,,
