,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,url,authors.0.author,authors.1.author,authors.2.author,docna.0.docna,entityids.entityid,keywd.0.keywd,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,abstracts.cdata!,authors.3.author,authors.4.author,authors.5.author,geo_regions.3.geo_region,authors.6.author,geo_regions.4.geo_region,alt_title.0.alt_title,geo_regions.5.geo_region,geo_regions.6.geo_region,authors.7.author,authors.8.author,authors.9.author,origu,alt_title.1.alt_title,keywd.1.keywd,geo_regions.7.geo_region,geo_regions.8.geo_region
342,30623633,Nepal,Policy Research Working Paper,2018-11-19T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8648","Forest Carbon Supply in Nepal :
            Evidence from a Choice Experiment",http://documents.worldbank.org/curated/en/437731542634205821/pdf/WPS8648.pdf,/research/2018/11/30623633/forest-carbon-supply-nepal-evidence-choice-experiment,http://documents.worldbank.org/curated/en/437731542634205821/Forest-Carbon-Supply-in-Nepal-Evidence-from-a-Choice-Experiment,2018/11/30623633/Forest-Carbon-Supply-in-Nepal-Evidence-from-a-Choice-Experiment,437731542634205821,http://documents.worldbank.org/curated/en/437731542634205821/Forest-Carbon-Supply-in-Nepal-Evidence-from-a-Choice-Experiment,"Dissanayake,Sahan","Bluffstone,Randall A.","Somanathan,E.","Forest Carbon Supply in Nepal : Evidence
            from a Choice Experiment",090224b0865e9257_1_0,"fuelwood collection; carbon supply; social
            cost of carbon; Central Bureau of Statistics; mitigation of
            climate change; opportunity cost; energy and the
            environment; tropical land use change; choice experiments;
            community forestry; Carbon sequestration; environment and
            development; biomass cooking stove; ethnic group; greenhouse
            gas emission; global warming potential; estimates of carbon;
            marginal abatement cost; development research group; carbon
            sequestration potential; community forest management;
            alternative energy source; liquefied petroleum gas; supply
            of wood; total energy use; source of fuel; characteristics
            of services; loss of forest; household survey data; stated
            preference methods; Law and Justice; food consumption
            pattern; passive use value; international forestry research;
            nested logit model; value of payment; forest carbon stock;
            overseas development institute; emission of carbon; amount
            of fuel; Learning and Innovation Credit; black carbon;
            ecological economics; normal distribution; carbon emission;
            forest product; household size; common forest; open access;
            environmental valuation; walking distance; supply function;
            ecosystem service; fuelwood consumption; carbon price;
            lognormal distribution; experimental design; co2 emission;
            descriptive statistic; forest biomass; community control;
            simulation method; statistical yearbook; marginal effect;
            focus group; rural area; lp gas; Health Economics; poor
            household; household use; average household; pilot site;
            emission factor; choice model; rural population; forest
            degradation; emission abatement; carbon storage; traditional
            stove; experimental method; marketing research; carbon saving",Asia,World,South Asia,"This paper uses a choice experiment
            conducted in Nepal during 2013 to estimate household-level
            willingness to participate in a village-level program under
            the Reduced Emissions from Deforestation and Forest
            Degradation initiative requiring reductions in fuelwood
            collection, as a function of the price paid per unit of
            avoided carbon dioxide emissions. The analysis examines
            incentives to participate both in villages having formal
            community forest management, the core institution for
            implementing Reduced Emissions from Deforestation and Forest
            Degradation, and villages having only informal forest user
            groups. Contrary to previous findings in the literature
            about participation incentives, but in keeping with other
            recent studies of Reduced Emissions from Deforestation and
            Forest Degradation pilots in Nepal, this study finds that
            relatively little emission reduction would take place at
            prices of $1.00 to $5.00 per ton of avoided carbon
            emissions. Formal community forests will almost certainly be
            the core institution within which Reduced Emissions from
            Deforestation and Forest Degradation is implemented in Nepal
            and likely other countries. The study finds that average and
            median values of payment required for agreement to reduce
            fuelwood collection are substantially larger for formal
            forest user groups than in informal communities. This
            reflects that formal groups likely already have fuelwood
            collection restrictions in place, whereas informal groups
            may de facto permit open access extraction. The analysis
            also suggests that households that are part of informal
            groups react to Reduced Emissions from Deforestation and
            Forest Degradation very differently than households that are
            formal group members. Broadly speaking,
            ""underprivileged"" formal group member households,
            such as those who are landless, female-headed, and poor,
            appear to be warier of fuelwood collection restrictions and
            thus require higher payments than average respondents. This
            difference does not appear to carry over to informal group members.","Luintel,Harisharan","Paudel,N. S.","Toman,Michael A.",,,,,,,,,,,,,,
343,30623658,World,Policy Research Working Paper,2018-11-19T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8649","Media Sentiment and International
            Asset Prices",http://documents.worldbank.org/curated/en/555711542635807010/pdf/WPS8649.pdf,/research/2018/11/30623658/media-sentiment-international-asset-prices,http://documents.worldbank.org/curated/en/555711542635807010/Media-Sentiment-and-International-Asset-Prices,2018/11/30623658/Media-Sentiment-and-International-Asset-Prices,555711542635807010,http://documents.worldbank.org/curated/en/555711542635807010/Media-Sentiment-and-International-Asset-Prices,"Fraiberger,Samuel Paul","Lee,Do","Puy,Damien",Media Sentiment and International Asset Prices,090224b08668706b_2_0,"capital flow; asset price; equity return;
            equity flow; world stock market; global equity market;
            global risk aversion; global market; equity price; foreign
            investor; foreign capital inflow; natural language
            processing; global stock market; local stock exchange;
            international financial integration; stock market
            volatility; local stock market; emerging market country;
            offshore financial center; asset price fluctuation; decline
            in investment; foreign exchange market; stock market index;
            global financial crisis; emerging market currency; increase
            in volatility; allocation of capital; mutual fund; equity
            fund; trading volume; standard error; stock return; extreme
            values; local funds; emerging country; stock price; market
            liquidity; international equity; political news; high
            frequency; Economic Policy; foreign equity; alternative
            measure; world equity; panel regression; regression results;
            robustness check; financial outcome; commodity price;
            advanced economy; advanced country; labor reform;
            cross-country correlation; exchange rate; market discount;
            indonesian rupiah; textual analysis; economic recovery;
            financial globalization; bond fund; commodity market; tidal
            wave; financial variable; financial new; liquidity measure;
            irrational exuberance; efficiency loss; equity funding;
            international fund; portfolio reallocation; geographic
            coverage; external funding; data coverage; fixed effect;
            regional tax; Labor Market; estimation method; equal weight;
            weighting scheme; future return; market microstructure;
            transactions cost; market friction; political communication;
            trade day; average process; domestic politics; trade union;
            fiscal austerity; polish zloty; unemployment insurance;
            monetary policy; labor issue; Exchange Rates; external
            events; equity trading; hungarian forint; asset allocation;
            debt fund; big data; investment capital; term debt; Capital
            Inflows; executive board; real time; heavily dependent;
            asset market; bear market; mexican peso; foreign fund;
            relative weight; local counterpart; risk premium; power law;
            market stress; pull factor; newspaper article; cumulative
            impact; push factor; local equity; international investor;
            global asset; local factors; global liquidity; media
            content; cross-border banking; open access; development
            policy; financial market; currency trade; empirical
            literature; local investor; world economic; monetary
            economics; news media; asset pricing; high sensitivity",,,,"This paper assesses the impact of
            media sentiment on international equity prices using a
            dataset of more than 4.5 million Reuters articles published
            across the globe between 1991 and 2015. Media sentiment
            robustly predicts daily returns in both advanced and
            emerging markets, even after controlling for known
            determinants of stock prices. But not all news sentiment is
            alike. A local (country-specific) increase in news optimism
            (pessimism) predicts a small and transitory increase
            (decrease) in local returns. By contrast, changes in global
            news sentiment have a larger impact on equity returns around
            the world, which does not reverse in the short run. Media
            sentiment affects mainly foreign -- rather than local --
            investors: although local news optimism attracts
            international equity flows for a few days, global news
            optimism generates a permanent foreign equity inflow. Our
            results confirm the value of media content in capturing
            investor sentiment.","Rancier,Romain",,,,,,,,,,,,,,,,
344,30624288,World,Policy Research Working Paper,2018-11-19T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8650","Human Capital and Macro-Economic
            Development : A Review of the Evidence",http://documents.worldbank.org/curated/en/406251542645775821/pdf/WPS8650.pdf,/research/2018/11/30624288/human-capital-macro-economic-development-review-evidence,http://documents.worldbank.org/curated/en/406251542645775821/Human-Capital-and-Macro-Economic-Development-A-Review-of-the-Evidence,2018/11/30624288/Human-Capital-and-Macro-Economic-Development-A-Review-of-the-Evidence,406251542645775821,http://documents.worldbank.org/curated/en/406251542645775821/Human-Capital-and-Macro-Economic-Development-A-Review-of-the-Evidence,"Rossi,Federico",,,"Human Capital and Macro-Economic Development
            : A Review of the Evidence",090224b0865eaf23_1_0,"human capital; Levels of Educational
            Attainment; higher level of education; capital to output
            ratio; constant elasticity of substitution; human capital
            accumulation; factor of production; years of schooling;
            aggregate production function",,,,"This paper reviews the evidence on
            the importance of human capital for macro-economic
            development. Through the lens of a simple aggregate
            production function, human capital might increase output per
            capita by directly entering in the production process,
            incentivising the accumulation of complementary inputs and
            facilitating the adoption of new technologies. The paper
            discusses the advantages and limitations of three
            methodological approaches that have been used to evaluate
            the importance of these channels: cross-country regressions,
            development accounting and quantitative models. The key
            findings in the literature are reviewed, and some of them
            are replicated using updated data. The bulk of the evidence
            suggests that human capital is an important determinant of
            cross-country income gaps, especially when its measurement
            is broadened to go beyond simple proxies of educational
            attainment. The paper concludes by highlighting promising
            avenues for future work.",,,,,,,,,,,,,,,,,
345,30639311,World,Policy Research Working Paper,2018-11-26T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8651","Catastrophic Medical Expenditures
            : Reflections on Three Issues",http://documents.worldbank.org/curated/en/102911543240444440/pdf/WPS8651.pdf,/research/2018/11/30639311/catastrophic-medical-expenditures-reflections-three-issues,http://documents.worldbank.org/curated/en/102911543240444440/Catastrophic-Medical-Expenditures-Reflections-on-Three-Issues,2018/11/30639311/catastrophic-medical-expenditures-reflections-three-issues,102911543240444440,http://documents.worldbank.org/curated/en/102911543240444440/Catastrophic-Medical-Expenditures-Reflections-on-Three-Issues,"Wagstaff,Adam",,,"Catastrophic Medical Expenditures :
            Reflections on Three Issues",090224b086643d7c_2_0,"health shock; consumption; medical expense;
            medical consumption; medical expenditure; financial
            protection in health; payments for health care; cost of
            medical care",,,,"There is a large empirical literature
            analyzing 'catastrophic' medical expenses. The
            'basic' approach defines expenses as catastrophic
            if they exceed a prespecified percentage of total
            consumption or income; the approach, in effect, tells us
            whether expenses cause a large percentage reduction in
            living standards. An alternative 'ability-to-pay
            approach' defines expenses as catastrophic if they
            exceed a prespecified percentage of consumption or income
            less actual expenses on nonmedical necessities or an
            allowance for them. This paper argues that this approach
            does not, contrary to what is sometimes claimed, tell us
            whether expenses are large enough to undermine a
            household's ability to purchase nonmedical necessities.
            The paper also compares the income- and consumption-based
            variants of the 'basic' approach, showing that if
            the individual is a borrower after a health shock, the
            income-based ratio will exceed the consumption-based ratio,
            while the opposite is true when the individual continues to
            be a saver after a health shock. The paper also explores the
            relationship between the income- and consumption-based
            ratios and the more theoretically correct ratio proposed by
            Flores et al. It shows that if the individual is a borrower
            after a health shock, both the consumption- and income-based
            ratios will exceed the Flores et al. ratio, with the
            income-based ratio overestimating it by more, while in the
            case when the individual continues to be a saver after a
            health shock, the income-based ratio will overestimate
            Flores et al.'s ratio by less and may not overestimate
            it at all. Last, the paper proposes a lifetime money metric
            utility approach that defines medical expenses as
            catastrophic in terms of their lifetime (rather than
            single-period) consequences. It shows that under certain
            assumptions, the money-metric utility approach and the
            Flores et al. approaches are identical, and both are
            operationalizable without data on how households finance
            their medical expenses.",,,,,,,,,,,,,,,,,
346,30639318,Europe,Policy Research Working Paper,2018-11-26T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8652","Does Job Polarization Explain the
            Rise in Earnings Inequality ? Evidence from Europe",http://documents.worldbank.org/curated/en/822791543242066700/pdf/WPS8652.pdf,/research/2018/11/30639318/job-polarization-explain-rise-earnings-inequality-evidence-europe,http://documents.worldbank.org/curated/en/822791543242066700/Does-Job-Polarization-Explain-the-Rise-in-Earnings-Inequality-Evidence-from-Europe,2018/11/30639318/Does-Job-Polarization-Explain-the-Rise-in-Earnings-Inequality-Evidence-from-Europe,822791543242066700,http://documents.worldbank.org/curated/en/822791543242066700/Does-Job-Polarization-Explain-the-Rise-in-Earnings-Inequality-Evidence-from-Europe,"Bussolo,Maurizio","Torre,Ivan","Winkler-Seales,Hernan Jorge","Does Job Polarization Explain the Rise in
            Earnings Inequality ? Evidence from Europe",090224b08662a456_2_0,Occupation; female labor force participation,,,,"Earnings inequality and job
            polarization have increased significantly in several
            countries since the early 1990s. Using data from European
            countries covering a 20-year period, this paper provides new
            evidence that the decline of middle-skilled occupations and
            the simultaneous increase of high- and low-skilled
            occupations are important factors accounting for the rise of
            inequality, especially at the bottom of the distribution.
            Job polarization accounts for a large share of the
            increasing inequality between the 10th and the 50th
            percentiles, but it explains little or none of the
            increasing inequality between the 50th and 90th percentiles.
            Other important developments during this period, such as
            changing wage returns, higher educational attainment, and
            increased female labor force participation, account for a
            small portion of the changes in inequality.",,,,,,,,,,,,,,,,,
347,30639455,World,Policy Research Working Paper,2018-11-26T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8653","Measuring Teaching Practices at
            Scale : Results from the Development and Validation of the
            Teach Classroom Observation Tool",http://documents.worldbank.org/curated/en/464361543244734516/pdf/WPS8653.pdf,/research/2018/11/30639455/measuring-teaching-practices-scale-results-development-validation-teach-classroom-observation-tool,http://documents.worldbank.org/curated/en/464361543244734516/Measuring-Teaching-Practices-at-Scale-Results-from-the-Development-and-Validation-of-the-Teach-Classroom-Observation-Tool,2018/11/30639455/Measuring-Teaching-Practices-at-Scale-Results-from-the-Development-and-Validation-of-the-Teach-Classroom-Observation-Tool,464361543244734516,http://documents.worldbank.org/curated/en/464361543244734516/Measuring-Teaching-Practices-at-Scale-Results-from-the-Development-and-Validation-of-the-Teach-Classroom-Observation-Tool,"Molina,Ezequiel","Fatima,Syeda Farwa","Ho,Andrew Dean Y C","Measuring Teaching Practices at Scale :
            Results from the Development and Validation of the Teach
            Classroom Observation Tool",090224b08664154a_3_0,"Teachers; graduate school of education;
            public service delivery; effect on student learning; quality
            of teaching; teaching practice; classroom observation;
            student learn outcome; years of schooling; data collection
            effort; interaction between teacher; improving student
            achievement; quality of teacher; complete primary school;
            quality and quantity; primary school level; public primary
            school; pedagogical content knowledge; item response theory;
            child care homes; higher student learning; benefits for
            child; standard deviation; certification exam; student
            outcome; effective teacher; effective teaching; factor
            analysis; emotional support; school control; education
            systems; information function; content validity; teaching
            experience; social skill; class size; student engagement;
            integer value; descriptive statistic; measurement error;
            Student Assessment; social competence; empirical evidence;
            learning activity; outcome measure; developmental
            psychology; test score; classroom environment; monitoring
            tool; academic achievement; professional development;
            psychological measurement; educational research;
            representative sample; teacher support; exercise book;
            future research; gender bias; negative correlation;
            disadvantaged community; positive behavior; social
            experience; regular monitoring; effective school; peer
            interaction; behavior management; Formative Assessment;
            mathematics teaching; teacher-student relationship;
            electronic datum; academic performance; education expert;
            learning strategy; reliability standards; assessment agency;
            academic skill; joint committee; teacher incentive; safe
            environment; behavior problem; disruptive behavior;
            effective instruction; instructional support; teaching
            strategy; math score; achievement level; classroom learning;
            achievement gap; academic learning; academic experience;
            kindergarten child; peer effects; emotional skill;
            interpersonal skill; creating opportunity; social
            psychology; student motivation; student response; ownership
            status; peer relationship; summing up; human capital; linear
            relationship; educational evaluation; teaching effect;
            teacher motivation; teacher characteristic; classroom
            facility; teaching ability; Labor Market; unit increase;
            standard error; teacher quality; classroom characteristic;
            classroom time; gender stereotype; longitudinal analysis;
            cross-sectional data; Education Policy; unannounced visit;
            collected information; learning material; Early childhood;
            sampling frame; Child development; rural locality; Private
            School; visual inspection; early care; average citizen; word
            recognition; reading comprehension; Teacher Effectiveness;
            teaching activity; educational psychologist; language
            classes; field data; covariance matrix; exam performance;
            academic outcome; classroom instruction; teacher selection;
            Teacher Evaluation; world development; development policy;
            complementary resource; open access; basic reading;
            long-term outcome; substantive evidence; higher learning;
            instructional time; correlation coefficient; education
            professionals; primary classroom; teacher performance;
            academic success; adequate classroom; small fraction;
            transaction cost; global learning; school enrollment",,,,"What goes on inside the classroom is
            central to student learning. Despite its importance, low-
            and middle-income countries rarely measure teaching
            practices, in part due to a lack of access to adequate
            classroom observation tools and the high transaction costs
            associated with administering them. Teach, a new,
            open-source classroom observation tool for primary
            classrooms, was developed to capture the quantity and
            quality of teaching practices in these settings with a
            simple, easy-to-administer tool. This paper validates the
            use of Teach scores for system diagnostics by providing four
            types of evidence. First, it provides evidence that the
            practices included in the tool have a clear conceptual
            underpinning. Second, almost 90 percent of local observers
            in Mozambique, Pakistan, the Philippines, and Uruguay were
            highly accurate using Teach after a four-day training.
            Third, using data from 845 classrooms in Pakistan, the paper
            shows that Teach scores are internally consistent, present
            moderate to high inter-rater reliability in the field (.75
            intraclass correlation coefficient), and provide substantial
            information that allows to differentiate teachers, even
            those with similar but not equal scores. Finally, teachers
            who display effective practices, as measured by Teach, are
            associated with students who achieve higher learning outcomes.","Melo Hurtado,Carolina Eugenia","Wilichowksi,Tracy","Pushparatnam,Adelle",,,,,,,,,,,,,,
348,30640587,Kenya,Policy Research Working Paper,2018-11-26T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8654","Spatial Distributions of Job
            Accessibility, Housing Rents, and Poverty in Nairobi, Kenya",http://documents.worldbank.org/curated/en/141031543263379480/pdf/WPS8654.pdf,/research/2018/11/30640587/spatial-distributions-job-accessibility-housing-rents-poverty-nairobi-kenya,http://documents.worldbank.org/curated/en/141031543263379480/Spatial-Distributions-of-Job-Accessibility-Housing-Rents-and-Poverty-in-Nairobi-Kenya,2018/11/30640587/Spatial-Distributions-of-Job-Accessibility-Housing-Rents-and-Poverty-in-Nairobi-Kenya,141031543263379480,http://documents.worldbank.org/curated/en/141031543263379480/Spatial-Distributions-of-Job-Accessibility-Housing-Rents-and-Poverty-in-Nairobi-Kenya,"Nakamura,Shohei","Avner,Paolo",,"Spatial Distributions of Job Accessibility,
            Housing Rents, and Poverty in Nairobi, Kenya",090224b086628aec_1_0,"Global Facility for Disaster Reduction and
            Recovery; informal settlement; housing rent; spatial
            distribution of poverty; access to safe water; Massachusetts
            Institute of Technology; access to basic service;
            residential area; access to job; number of jobs;
            accessibility to job; quality of house; informal housing
            market; common transport mode; concentration of poverty;
            spatial poverty trap; high population density; Transport and
            ICT; rights of way; per capita consumption; insecure
            residential status; urban agglomeration economy; labor
            market outcome; principal component analysis; urban land
            use; central business district; access to sanitation; Access
            to Electricity; main transport mode; availability of
            transport; income of household; living condition; household
            head; iron sheet; bus stop; low-income household; regression
            model; transport network",East Africa,World,Sub-Saharan Africa,"Whether individuals and job
            opportunities are well connected is a key determinant of
            productive urban labor markets. The overall level of job
            accessibility in a city depends on the locations of jobs and
            workers' residences, as well as transport networks.
            Moreover, who has good access to job opportunities hinges on
            the trade-off faced by households in their residential
            choices over job accessibility, living conditions, and
            housing costs. This paper empirically analyzes the spatial
            distributions of job accessibility, housing rents, and
            poverty in Nairobi, Kenya. It finds that workers and jobs
            are not well connected in the city: Nairobi residents can on
            average access fewer than 10 percent of existing jobs by
            foot within an hour. Even using a minibus, they can reach
            only about a quarter of the jobs. This paper further shows
            that poorer households and/or those who live in informal
            settlements can reach a more limited number of jobs. Living
            closer to job opportunities is indeed costly in Nairobi, not
            only because housing quality and living conditions tend to
            be better in such areas, but also job accessibility itself
            is valued as a great amenity in the housing markets, which
            challenges low-income households' residential location choice.",,,,,,,,,,,,,,,,,
349,30646853,South Asia,Policy Research Working Paper,2018-11-28T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8655","Feeding of Infants and Young
            Children in South Asia",http://documents.worldbank.org/curated/en/831741543414631952/pdf/WPS8655.pdf,/research/2018/11/30646853/feeding-infants-young-children-south-asia,http://documents.worldbank.org/curated/en/831741543414631952/Feeding-of-Infants-and-Young-Children-in-South-Asia,2018/11/30646853/Feeding-of-Infants-and-Young-Children-in-South-Asia,831741543414631952,http://documents.worldbank.org/curated/en/831741543414631952/Feeding-of-Infants-and-Young-Children-in-South-Asia,"Torlesse,Harriet","Raju,Dhushyanth",,"Feeding of Infants and Young Children in
            South Asia",090224b0866dcdbc_3_0,"Infant and Young Child Nutrition;
            complementary feeding; complementary food; Infant and Young
            Child Feeding; feeding practice; nutritious food; dietary
            diversity; national family health survey; maternal and child
            nutrition; Demographic and Health Survey; animal source
            food; caesarean delivery; health facility; legal measure;
            children of ages; duration of breastfeeding; behavior change
            communication; primary health facility; primary health system",,,,"Poor breastfeeding and complementary
            feeding practices predict child stunting and wasting in
            South Asia, suggesting that initiatives to end
            undernutrition in the region should focus on improving the
            diets of young children. This review of the literature finds
            that South Asia has made relatively good progress in
            improving breastfeeding practices compared with other
            regions, but the lack of diversity in complementary foods
            and low frequency of feeding continue to be problems.
            Children who are most at risk of experiencing poor feeding
            include those who are born small, have younger mothers, and
            live in poorer households or in communities with less access
            to, or lower uptake of, primary health services. Initiatives
            to improve feeding practices have not produced substantial
            improvement, particularly in complementary feeding, because
            such efforts have lacked the coverage, intensity,
            comprehensiveness, and continuity needed. Policy, legal, and
            program actions to protect, promote, and support recommended
            feeding practices should be informed by situation analyses
            and formative research on context-specific drivers of poor
            practices. The actions should involve multiple sectors and
            stakeholders, including governments, the private sector,
            communities, and households.",,,,,,,,,,,,,,,,,
350,30647895,World,Policy Research Working Paper,2018-11-28T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8656","Evidence-Based Teaching :
            Effective Teaching Practices in Primary School Classrooms",http://documents.worldbank.org/curated/en/552391543437324357/pdf/WPS8656.pdf,/research/2018/11/30647895/evidence-based-teaching-effective-teaching-practices-primary-school-classrooms,http://documents.worldbank.org/curated/en/552391543437324357/Evidence-Based-Teaching-Effective-Teaching-Practices-in-Primary-School-Classrooms,2018/11/30647895/Evidence-Based-Teaching-Effective-Teaching-Practices-in-Primary-School-Classrooms,552391543437324357,http://documents.worldbank.org/curated/en/552391543437324357/Evidence-Based-Teaching-Effective-Teaching-Practices-in-Primary-School-Classrooms,"Molina,Ezequiel","Pushparatnam,Adelle","Rimm-Kaufman,Sara Elisabeth","Evidence-Based Teaching : Effective Teaching
            Practices in Primary School Classrooms",090224b086671b76_2_0,"stereotypical image of woman; public service
            delivery; education policy and planning; effect on student
            learning; supportive learning environment; primary school
            classroom; quality of teaching; national research council;
            quality of teacher; effective teaching strategy; achievement
            test score; higher test score; higher student learning;
            positive role model; activities for student; gap in
            knowledge; interaction between teacher; years of schooling;
            quality of instruction; high quality teacher; labor market
            earning; data on student; complete primary school; share of
            children; Teachers; learning activity; effective teacher;
            classroom activity; classroom behavior; teaching practice;
            positive behavior; daily life; student behavior; gender
            bias; gender stereotype; national academy; classroom
            observation; disruptive behavior; learning objective;
            instructional time; experienced teacher; teacher behavior;
            learning process; common language; student engagement;
            academic performance; peer interaction; certification exam;
            social skill; academic success; classroom instruction; good
            teaching; positive impact; cumulative effect; emotional
            skill; teacher support; behavior problem; reading
            comprehension; academic learning; instructional practice;
            problem behavior; academic outcome; learning material;
            thought process; working memory; Teacher Effectiveness;
            school day; cognitive development; reading activity; reading
            score; young child; measure of use; existing knowledge;
            subject area; social experience; visual representations;
            classroom structure; teaching method; classroom learning;
            thinking ability; student success; learning skill;
            mathematical achievement; empirical study; informal
            information; interpersonal skill; achievement gap;
            organizational skill; achievement level; math score;
            curriculum material; education expert; student outcome;
            empirical evidence; language teacher; individual student;
            problem-solving activity; intrinsic motivation; research
            show; teacher stress; school climate; emotional support;
            instructional support; classroom management; long-term
            benefits; experimental study; undesirable behavior;
            classroom teacher; inclusive language; observational study;
            learning model; student interaction; educational material;
            school failure; effective learning; management skill; safe
            environment; learning opportunity; peer learning; share
            value; positive culture; class time; direct instruction;
            math teacher; theoretical model; preschool classroom;
            international research; individual learner; academic
            achievement; effective instruction; quality instruction;
            primary classroom; teen pregnancy; standard deviation;
            social environment; empirical support; language barrier;
            education systems; ongoing study; basic arithmetic; basic
            reading; negative behavior; university college;
            complementary resource; research assistance; language art;
            teacher performance; literature review; physical condition;
            development policy; classroom quality; open access;
            behavioral indicator; cognitive skill",,,,"Even after spending five to six years
            sitting in a classroom almost every day for anywhere between
            four to seven hours, a significant share of students in low-
            and middle-income countries are still not able to read,
            write, or do basic arithmetic. What explains this
            ""learning crisis"" A growing body of evidence
            suggests that poor teaching practices and little to no
            learning inside the classroom are the main culprits. As
            such, the learning crisis reflects a teaching crisis. So
            what can teachers do inside the classroom to tackle these
            joint crises This paper systematizes the evidence regarding
            effective teaching practices in primary school classrooms,
            with special focus on evidence from low- and middle-income
            countries. By doing so, the paper provides the theoretical
            and empirical foundations for the content of the newly
            developed Teach classroom observation tool. Implications for
            teacher education and evaluation are also discussed.","Wong,Keri Ka-Yee",,,,,,,,,,,,,,,,
351,30651270,World,Policy Research Working Paper,2018-11-29T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8657","Vertical and Horizontal
            Redistribution : The Cases of Western and Eastern Europe",http://documents.worldbank.org/curated/en/375081543509025568/pdf/WPS8657.pdf,/research/2018/11/30651270/vertical-horizontal-redistribution-cases-western-eastern-europe,http://documents.worldbank.org/curated/en/375081543509025568/Vertical-and-Horizontal-Redistribution-The-Cases-of-Western-and-Eastern-Europe,2018/11/30651270/Vertical-and-Horizontal-Redistribution-The-Cases-of-Western-and-Eastern-Europe,375081543509025568,http://documents.worldbank.org/curated/en/375081543509025568/Vertical-and-Horizontal-Redistribution-The-Cases-of-Western-and-Eastern-Europe,"Bussolo,Maurizio","Krolage,Carla","Makovec,Mattia","Vertical and Horizontal Redistribution : The
            Cases of Western and Eastern Europe",090224b086651509_1_0,"market income; average tax rate; transfer
            system; flat tax on personal income; Occupation; tax system;
            disposable income; market income inequality; average tax
            rate increase; top marginal tax rate; reduction in tax
            rates; effects of policy changes; old age group; labor
            market earning; means tested benefit; gross income; social
            contribution; occupational group; share of employment;
            progressive tax system; disposable income inequality;
            households with income; impact of tax; households with
            child; incidence of tax; high tax rate; income tax schedule;
            personal income tax; tax on capital; social insurance
            contribution; income from property; inequality in income;
            labor market income; reduction of inequality; share of
            transfer; redistribution of income; flat tax system; labor
            market regulation; labor market participation; financial
            crisis; younger generation; market force; tax burden;
            occupational change; middle age; Welfare systems; labor
            income; transfer income; tax-benefit system; transfer
            policy; simulation model",,,,"European countries have the
            world's most redistributive tax and transfer systems.
            Although they have been well equipped to deal with vertical
            inequality -- that is, fostering redistribution from the
            rich to the poor -- less is known about their performance in
            dealing with horizontal inequality, that is, in
            redistributing among socioeconomic groups. In a context
            where individuals may not only care about vertical
            redistribution, but also about the economic situation of the
            specific groups to which they belong, the horizontal
            dimension of redistribution becomes politically salient and
            can be a source of social tensions. This paper analyzes the
            performance of the 28 EU countries on redistribution across
            (i) age groups, (ii) occupational groups, and (iii)
            household types over 2007–2014 using counterfactual
            simulation techniques. The analysis finds a great degree of
            heterogeneity across countries: changes in the tax and
            transfer system have particularly hit the young and losers
            of occupational change in Eastern European countries, while
            households with greater economic security have benefited
            from these changes. The findings suggest that horizontal
            inequality is a dimension that policy makers should take
            into account when reforming tax and transfer systems.","Peichl,Andreas","Stockli,Marc","Torre,Ivan",,"Wittneben,Christian",,,,,,,,,,,,
