,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,keywd.0.keywd,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,abstracts.cdata!,authors.2.author,authors.3.author,geo_regions.3.geo_region,geo_regions.4.geo_region,geo_regions.5.geo_region,geo_regions.6.geo_region,geo_regions.7.geo_region,geo_regions.8.geo_region,authors.4.author,keywd.1.keywd,authors.5.author,authors.6.author
12,10167557,Europe and Central Asia,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4815,"Main drivers of income inequality
            in central European and Baltic countries - some insights
            from recent household survey data",http://documents.worldbank.org/curated/en/687501468249888256/pdf/WPS4815.pdf,/research/2009/01/10167557/main-drivers-income-inequality-central-european-baltic-countries-some-insights-recent-household-survey-data,http://documents.worldbank.org/curated/en/687501468249888256/Main-drivers-of-income-inequality-in-central-European-and-Baltic-countries-some-insights-from-recent-household-survey-data,2009/01/10167557/Main-drivers-of-income-inequality-in-central-European-and-Baltic-countries-some-insights-from-recent-household-survey-data,687501468249888256,http://documents.worldbank.org/curated/en/687501468249888256/Main-drivers-of-income-inequality-in-central-European-and-Baltic-countries-some-insights-from-recent-household-survey-data,"Zaidi,Salman",,"Main drivers of income inequality in central
            European and Baltic countries - some insights from recent
            household survey data",000158349_20090113081636,"income inequality;labor force participation
            rate;rise in income inequality;extent of income
            inequality;access to basic service;increase in income
            inequality;disposable income;benefit system;difference in
            income;social insurance contribution;high income
            inequality;labor market participation;impact of tax;share of
            income;share of benefit;tax on income;pattern of
            change;Poverty & Inequality;multivariate regression
            analysis;post tax incomes;labor market program;total
            government spending;measure of inequality;income tax
            system;high unemployment rate;benefit incidence
            analysis;primarily due;income tax benefits;place of
            residence;country population;return to education;increase in
            inequality;public support;public transfer;state
            involvement;income decile;transfer policy;tax share;income
            redistribution;statistical dispersion;high share;tax
            incidence;education level;regional variation;living
            standard;redistributive impact;employment status;household
            survey;income gap;rural area;average share;gross
            income;adult population;inequality measure;summary
            statistic;coefficient of variation;social program;total
            tax;Public Spending;household income;government tax;public
            policy;economic injustice;regression coefficient;human
            capital;transition countries;transition country;state
            spending;regular tax;Cash Transfer;housing allowance;social
            exclusion;household size;Higher Education;middle class;Cash
            Income;regression results;poor household;adjustment
            factor;employee income;low inequality;negative slope;rural
            resident;comparability issue;explanatory variable;higher
            inequality;general equilibrium;age population;public
            attitude;inverse relationship;political
            preference;cross-country comparison;personal income;wage
            inequality;efficiency cost;benefit rate;common
            definition;scatter plot;transfer system;country
            ranking;country survey;national tax;public
            expenditure;interest dividends;sickness benefit;rapid
            inflation;disability benefit;household level;personal
            tax;Capital Investments;unincorporated business;tax
            adjustment;family benefit;social contribution;unemployment
            benefit;old-age benefit;international standard;survivor
            benefit;income disparity;cash benefit;transition
            economy;Transition economies;observed increase;increased
            inequality;labor earning;standard deviation;regional
            disparity;tax-benefit system;average tax;flat-rate tax;work
            status;exemption threshold;inadequate infrastructure;survey
            data;living condition;education status;simple
            average;demographic composition;",,,,"Present levels of income inequality
            in Czech Republic, Estonia, Latvia, Lithuania, Hungary,
            Poland, Slovakia, and Slovenia remain considerably higher
            than their pre-transition levels, although the relative pace
            of change over time has varied quite a bit across countries.
            Using data from the 2006 European Union Survey of Income and
            Living Conditions, this paper finds that prevailing levels
            of income inequality in these countries continue to be low
            by international standards, and that this is in large part
            due to the very high redistributive impact of direct taxes
            and public transfers. In addition to the instrumental role
            of tax and transfer policies in redistributing income, the
            paper highlights the important role played by differences in
            education levels and labor market participation rates in
            explaining observed inequalities across people and across
            different regions (although not in explaining observed
            differences across countries). The paper includes an
            analysis of key factors that help explain observed variation
            across countries in the level of public support for
            redistribution, including peoples' economic background
            and relative success in life, whether they perceive poverty
            to be associated with factors within or outside the control
            of those it afflicts (for example, laziness/lack of
            willpower vs. injustice in society).",,,,,,,,,,,,
13,10167617,"World,Europe and Central Asia",Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4819,"Convergence in institutions and
            market outcome s: cross-country and time-series evidence
            from the business environment and enterprise performance
            surveys in transition economies",http://documents.worldbank.org/curated/en/891191468331826011/pdf/WPS4819.pdf,/research/2009/01/10167617/convergence-institutions-market-outcome-s-cross-country-time-series-evidence-business-environment-enterprise-performance-surveys-transition-economies,http://documents.worldbank.org/curated/en/891191468331826011/Convergence-in-institutions-and-market-outcome-s-cross-country-and-time-series-evidence-from-the-business-environment-and-enterprise-performance-surveys-in-transition-economies,2009/01/10167617/Convergence-in-institutions-and-market-outcome-s-cross-country-and-time-series-evidence-from-the-business-environment-and-enterprise-performance-surveys-in-transition-economies,891191468331826011,http://documents.worldbank.org/curated/en/891191468331826011/Convergence-in-institutions-and-market-outcome-s-cross-country-and-time-series-evidence-from-the-business-environment-and-enterprise-performance-surveys-in-transition-economies,"Mitra,Pradeep K.","Muravyev,Alexander","Convergence in institutions and market
            outcome s: cross-country and time-series evidence from the
            business environment and enterprise performance surveys in
            transition economies",000158349_20090113083329,"market economy;protection property
            right;transition country;transition countries;employment
            growth rate;policy and institution;effects of ownership;job
            creation rate;job destruction rate;Private Sector
            Growth;evidence of convergence;high inflation rate;terms of
            sale;mature market economy;labor market institution;state
            ownership size;classical growth theory;improvement in
            technology;drag on growth;neoclassical growth
            model;diffusion of technology;total employment growth;degree
            of competition;process of convergence;trade and
            services;centrally planned economy;convergence in
            technology;human capital accumulation;transition
            economy;Transition economies;market structure;aggregate
            employment;business environment;size distribution;central
            planning;job growth;firm level;transition
            period;productivity growth;job reallocation;transition
            process;state sector;industrial sector;firm size;competitive
            environment;living standard;technological frontier;sectoral
            distribution;firm growth;decomposition results;average
            employment;decomposition analysis;enterprise
            restructuring;net growth;Socialist economies;employment
            share;firm performance;labor productivity;survey
            instrument;ownership category;country classification;steady
            state;central planner;endowment effect;ownership
            structure;research effort;regional pattern;convergence
            process;efficiency improvement;sectoral growth;comparator
            country;survey sample;stateowned enterprises;small
            sample;Macroeconomic Trends;random sampling;product
            standard;intermediate position;convergence
            hypothesis;investment rate;industrialized
            country;Industrialized countries;decomposition
            method;enterprise finance;Power Generation;constant
            rate;firm survey;market socialism;capitalist
            economy;production function;labor shedding;production
            method;aggregate growth;competitive market;technological
            gap;conditional convergence;stock market;factor
            market;product market;institutional change;living
            memory;convergence debate;intellectual framework;investment
            climate;policy perspective;macro level;state
            intervention;agricultural sector;economics literature;market
            condition;broad consensus;endogenous growth;capital
            stock;accounting standard;accounting standards;price
            elasticity;import competition;foreign market;financial
            risk;regression results;private ownership;socialist
            enterprise;negative effect;higher growth;interaction
            effect;increased competition;market environment;micro
            firms;market niche;business infrastructure;representative
            sample;legal system;transition path;financial
            market;International Trade;legal protection;",,,,"This paper uses firm-level data from
            the Business Environment and Enterprise Performance Surveys
            to study the process of convergence of transition countries
            with developed market economies. The study focuses on
            competition and market structure, finance and the structure
            of lending to firms, and how firms respond to the economic
            environment by restructuring. The authors find substantial
            evidence of convergence in a number of dimensions. The
            pattern of growth at the country, sector, and firm levels
            shows rapid growth of the new private sector and of the
            micro and small-firm sectors, with the size distribution of
            firms moving toward the pattern observed in the surveys of
            developed market economies. In finance, increasing reliance
            on retained earnings in transition countries reflects a
            maturation of the sector as new firms come to rely less on
            informal and family sources of finance. The authors find
            evidence of an inverse-U pattern, with the peak of
            restructuring activity taking place in 2002, the middle of
            the period analyzed. Throughout, the regional patterns
            suggest greater convergence in the transition countries that
            joined the European Union in 2004 than in the other,
            lower-income transition economies.","Schaffer,Mark E.",,,,,,,,,,,
14,10186113,East Asia and Pacific,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4821,"Social health insurance vs.
            tax-financed health systems - evidence from the OECD",http://documents.worldbank.org/curated/en/545121468028868365/pdf/WPS4821.pdf,/research/2009/01/10186113/social-health-insurance-vs-tax-financed-health-systems-evidence-oecd,http://documents.worldbank.org/curated/en/545121468028868365/Social-health-insurance-vs-tax-financed-health-systems-evidence-from-the-OECD,2009/01/10186113/social-health-insurance-vs-tax-financed-health-systems-evidence-oecd,545121468028868365,http://documents.worldbank.org/curated/en/545121468028868365/Social-health-insurance-vs-tax-financed-health-systems-evidence-from-the-OECD,"Wagstaff, Adam",,"Social health insurance vs. tax-financed
            health systems - evidence from the OECD",000158349_20090121101737,"loss of degrees of freedom;impact on health
            outcomes;public health care system;cancer of the colon;per
            capita income level;share of health spending;provision of
            health care;labor market outcome;ischemic heart disease;per
            capita health;public health programs;social health
            insurance;share of employment;public health activity;public
            health authority;quality of care;formal sector
            worker;informal labor market;Public Services;random effects
            estimator;health financing system;enforcement of
            contract;provision of service;choice of system;high death
            rate;per capita expenditure;formal sector employment;health
            insurance coverage;quality health care;health system
            reform;national health spending;length of stay;informal
            employment arrangement;informal sector worker;effect on
            employment;inequity in health;public health system;level of
            employment;treatment of illness;purchasing power parity;case
            of influenza;stage of disease;case of health;impact of
            competition;Health status indicators;ministries of
            finance;source of revenue;revenue from taxes;Informality in
            Labor;provider payment mechanisms;universal
            coverage;sickness fund;cerebrovascular disease;total
            employment;breast cancer;health finance;instrumental
            variable;0 hypothesis;tax revenue;primary care;payroll
            tax;benefit package;observable variable;payment
            method;downward pressure;Health
            ministries;purchaser-provider split;simple model;tax
            system;standard error;negative effect;estimate
            impact;general revenues;diminishing return;working-age
            population;private insurance;private provider;gdp
            deflator;empirical analysis;payment system;finance
            system;positive impact;premature mortality;panel
            data;econometric model;present study;income
            inequality;government tax;maternal death;institutional
            feature;traditional payment;social security;malignant
            neoplasms;care needs;cervix uterus;reducing
            mortality;premature death;pension scheme;capitation
            system;natural logarithm;cancer screening;organizational
            structure;preventive measure;population number;managed
            competition;basic model;public hospital;time-invariant
            variable;coefficient estimate;insurance scheme;test
            result;high spending;valid point;alternative
            specification;inpatient admission;quality care;early
            detection;empirical result;chronic problem;tax base;fiscal
            stress;market economy;linear restriction;linear
            trend;learning experience;population health;wage
            income;preventive care;government revenue;insurance
            system;public payer;raise revenues;employment term;perinatal
            death;unobserved characteristic;descriptive
            statistic;idiosyncratic error;fixed effect;reasonable
            assumption;causal effect;life expectancy;moot point;personal
            health;consumption tax;mortality data;colon
            cancer;estimation strategy;screening programs;summing
            up;cervical cancer;test statistic;health expenditure;working age;",,,,"This paper exploits the transitions
            between tax-financed health care and social health insurance
            in the OECD countries over the period 1960-2006 to assess
            the effects of adopting social health insurance over tax
            finance on per capita health spending, amenable mortality,
            and labor market outcomes. The paper uses regression-based
            generalizations of difference-in-differences and
            instrumental variables to address the possible endogeneity
            of a country's health system. It finds that adopting
            social health insurance in preference to tax financing
            increases per capita health spending by 3-4 percent, reduces
            the formal sector share of employment by 8-10 percent, and
            reduces total employment by as much as 6 percent. For the
            most part, social health insurance adoption has no
            significant impact on amenable mortality, but for one
            cause-breast cancer among women-social health insurance
            systems perform significantly worse, with 5-6 percent more
            potential years of life lost.",,,,,,,,,,,,
15,10188075,"World,Venezuela, Republica Bolivariana de",Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4820,"A curse of comparison ? evidence
            on reference groups for relative income concerns",http://documents.worldbank.org/curated/en/119731468141868181/pdf/WPS4820.pdf,/research/2009/01/10188075/curse-comparison-evidence-reference-groups-relative-income-concerns,http://documents.worldbank.org/curated/en/119731468141868181/A-curse-of-comparison-evidence-on-reference-groups-for-relative-income-concerns,2009/01/10188075/curse-comparison-evidence-reference-groups-relative-income-concerns,119731468141868181,http://documents.worldbank.org/curated/en/119731468141868181/A-curse-of-comparison-evidence-on-reference-groups-for-relative-income-concerns,"Kuegler,Alice",,"A curse of comparison ? evidence on
            reference groups for relative income concerns",000158349_20090121165405,"life satisfaction;relative income;absolute
            income;political participation;",World,Latin America & Caribbean,South America,"This paper proposes that individuals
            care about the relative income of proximate reference
            groups. Making use of self-reported life satisfaction as a
            proxy for unobservable utility, the relative income of
            siblings is tested for relevance as a reference point for
            new sample data from Venezuela. Having greater perceived
            income than one's siblings is found to be positively
            linked to individual life satisfaction. This evidence
            supplements the scarce economic research on reference
            groups, supporting the hypothesis that individuals with
            proximate characteristics and resembling opportunities in
            life serve as points of comparison.",,,,,,,,,,,,
16,10189871,World,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4822,"Leveling the intra-household
            playing field : compensation and specialization in child
            labor allocation",http://documents.worldbank.org/curated/en/387301468169466361/pdf/WPS4822.pdf,/research/2009/01/10189871/leveling-intra-household-playing-field-compensation-specialization-child-labor-allocation,http://documents.worldbank.org/curated/en/387301468169466361/Leveling-the-intra-household-playing-field-compensation-and-specialization-in-child-labor-allocation,2009/01/10189871/Leveling-the-intra-household-playing-field-compensation-and-specialization-in-child-labor-allocation,387301468169466361,http://documents.worldbank.org/curated/en/387301468169466361/Leveling-the-intra-household-playing-field-compensation-and-specialization-in-child-labor-allocation,"Macours,Karen","V. Del Carpio, Ximena","Leveling the intra-household playing field :
            compensation and specialization in child labor allocation",000158349_20090122085158,"child labor;transition from school to
            work;academic achievement;productive investment;domestic
            work;conditional cash transfer program;agricultural
            activity;household fixed effect;account advance
            rate;agricultural self-employment;Agriculture;old
            girl;agriculture and livestock;random effects model;",,,,"This paper analyzes changes in the
            allocation of child labor within the household in reaction
            to exogenous shocks created by a social program in
            Nicaragua. The paper shows that households that randomly
            received a conditional cash transfer compensated for some of
            the intra-household differences, as they reduced child labor
            more for older boys who used to work more and for boys who
            were further behind in school. The results also show that
            households that randomly received a productive investment
            grant, in addition to the basic conditional cash transfer
            benefits, both targeted at women, show an increased
            specialization of older girls in nonagricultural and
            domestic work, but no overall increase in girls' child
            labor. The findings suggest that time allocation and
            specialization patterns in child labor within the household
            are important factors to understand the impact of a social program.",,,,,,,,,,,,
17,10208850,World,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4824,"Measuring subjective expectations
            in developing Countries :  a critical review and new evidence",http://documents.worldbank.org/curated/en/940061468336687682/pdf/WPS4824.pdf,/research/2009/01/10208850/measuring-subjective-expectations-developing-countries-critical-review-new-evidence,http://documents.worldbank.org/curated/en/940061468336687682/Measuring-subjective-expectations-in-developing-Countries-a-critical-review-and-new-evidence,2009/01/10208850/Measuring-subjective-expectations-in-developing-Countries-a-critical-review-and-new-evidence,940061468336687682,http://documents.worldbank.org/curated/en/940061468336687682/Measuring-subjective-expectations-in-developing-Countries-a-critical-review-and-new-evidence,"Delavande, Adeline","Gine, Xavier","Measuring subjective expectations in
            developing Countries :  a critical review and new evidence",000158349_20090129100701,"Finance & Private Sector;junior high
            school student;return to education;development research
            group;average education level;cumulative distribution
            function;high school graduate;returns to
            schooling;measurement of risk;theories of
            migration;nationally representative survey;games of
            chance;visual aid;point estimate;standard deviation;food
            shortage;hiv positive;illiterate individual;future
            event;reasons given;absolute error;daily catch;survey
            respondent;test score;geographic area;predictive
            power;future research;fixed effect;central
            tendency;employment probability;survey methodology;household
            income;small sample;sexual partner;high probability;panel
            data;herd size;methodological issue;uniform
            distribution;climate forecast;regional variation;price
            category;coffee price;poor household;section show;monetary
            reward;migration decision;rural area;probability
            distribution;return increase;high mortality;causal
            effect;economic segregation;Infant Mortality;school
            base;Traffic Accident;demographic
            characteristic;socioeconomic status;internal
            consistency;pilot testing;real time;log-normal
            distribution;coffee farmer;Social Protection;upper
            bind;income volatility;household size;household head;life
            expectancy;risk averse;survey data;online survey;wage
            earnings;social security;collected data;measurement
            error;future study;price change;earnings data;empirical
            evidence;school child;socioeconomic factors;survey
            questions;hiv testing;instrumental variable;short
            horizon;explanatory power;median income;basic
            knowledge;social network;young adult;monetary
            incentive;expected return;harvest time;risk
            aversion;academic achiever;health status;",,,,"The majority of economic decisions
            taken by individuals are forward looking and thus involve
            their expectations of future outcomes. Understanding the
            expectations that individuals have is thus of crucial
            importance to designing and evaluating policies in health,
            education, finance, migration, social protection, and many
            other areas. However, the majority of developing country
            surveys are static in nature and do not contain information
            on the subjective expectations of individuals. Possible
            reasons given for not collecting this information include
            fears that poor, illiterate individuals do not understand
            probability concepts, that it takes far too much time to ask
            such questions, or that the answers add little value. This
            paper provides a critical review and new analysis of
            subjective expectations data from developing countries and
            refutes each of these concerns. The authors find that people
            in developing countries can generally understand and answer
            probabilistic questions, such questions are not prohibitive
            in time to ask, and the expectations are useful predictors
            of future behavior and economic decisions. The paper
            discusses the different methods being tried for eliciting
            such information, the key methodological issues involved,
            and the open research questions. The available evidence
            suggests that collecting expectations data is both feasible
            and valuable, suggesting that it should be incorporated into
            more developing country surveys.","McKenzie, David",,,,,,,,,,,
18,10210070,"Hungary,Austria",Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4825,"Cross-border purchases of health
            services : a case study on Austria and Hungary",http://documents.worldbank.org/curated/en/473071468205797330/pdf/WPS4825.pdf,/research/2009/01/10210070/cross-border-purchases-health-services-case-study-austria-hungary,http://documents.worldbank.org/curated/en/473071468205797330/Cross-border-purchases-of-health-services-a-case-study-on-Austria-and-Hungary,2009/01/10210070/cross-border-purchases-health-services-case-study-austria-hungary,473071468205797330,http://documents.worldbank.org/curated/en/473071468205797330/Cross-border-purchases-of-health-services-a-case-study-on-Austria-and-Hungary,"Obermaier,Andreas Johann",,"Cross-border purchases of health services :
            a case study on Austria and Hungary",000158349_20090129130519,"Private Health Care Provider;free movement
            of services;private health insurance companies;consumption
            of health services;International Trade in Services;benefits
            in kind;dental treatment;health care system;federal
            law;health care service;public health care;social security
            scheme;source income;health care benefit;health care
            treatment;claim for compensation;social health
            insurance;health insurance system;social security
            institutions;source of income;system of
            classification;private health expenditure;ministries of
            health;health care institutions;health care standards;health
            care stakeholders;patient per year;development research
            group;barriers to trade;health care consumers;health care
            coverage;Health Care Law;social security system;health care
            cost;cost of treatment;private insurance company;duration of
            stay;health care centers;physician of choice;health
            insurance fund;differences in treatment;proof of
            claim;hospital operator;private provider;foreign
            providers;average cost;cataract surgery;business
            opportunity;cosmetic surgery;dental care;financial
            cost;employed persons;social affairs;regulatory
            structure;authorization procedure;social
            insurance;psychological barrier;reference point;domestic
            contract;medical treatment;quantitative data;insurance
            institutions;special contract;private household;hospital
            treatment;financial benefit;general practitioner;health
            treatment;private clinic;medical facility;mutual
            recognition;applied tariff;medical service;regional
            hospital;native language;international company;lump
            sum;transitional provision;medical societies;blue-collar
            worker;data management;private hospitals;political
            issue;border regions;long-term planning;domestic
            law;occupational fund;regional fund;reimbursement
            rates;medical benefit;reasonable time;public
            financing;european commission;cross-border cooperation;tax
            fund;law make;cases reported;price incentive;white-collar
            worker;negative terms;health systems;health
            facility;hospital sector;private insurer;foreign
            insurance;replacement rate;price differential;fundamental
            principles;public arena;oral hygiene;health
            organization;legal provision;language skill;dental
            technicians;consumer protection;foreign company;foreign
            tourist;international network;international arena;tax
            money;patient medical;direct payment;price comparison;risk
            coverage;hospital financing;legal analysis;temporary
            stay;model form;correct application;occupational
            group;public hospital;price level;market size;waiting
            time;foreign country;medical condition;supplementary
            benefit;statistical data;medical aid;administrative
            expenditure;legal perspective;administrative
            burden;bureaucratic method;financial resource;social
            assistance;legal basis;medical association;",World,South Eastern Europe and Balkans,Europe,"This paper explores the structure of
            cross-border health purchasing between Austria and Hungary
            and determines the size of this phenomenon as well as the
            barriers to a further increase. Austrian patients may
            receive health care treatment in Hungary in three different
            ways. First, patients may receive benefits in the context of
            the European Community Regulations 1408/71 and 574/72
            (Category I patients). Second, outside those regulatory
            structures, Austrian patients travel to Hungary to receive
            medical treatment, especially dental treatment, and then
            seek reimbursement from their Austrian insurance (Category
            II patients). Third, some patients receive medical treatment
            in Hungary outside both schemes (Category III patients).
            There are about 42,500 Category I patients per year; and
            58,000 Category II patients world-wide per year. An unknown
            but supposedly greater number of patients travel to Hungary
            to receive mainly dental treatment and cosmetic surgery
            (Category III). Most health actors in both Austria and
            Hungary do not regard cross-border purchasing of health
            services as having cost-saving effects. They put forward
            major legal, institutional, political, and psychological
            barriers, which inhibit public and private Austrian
            providers, to facilitate trade in health care and which
            inhibit individual patients to realize cost savings through
            capitalizing on lower health care prices in Hungary.
            Therefore, for the time being, trade in health care and
            patient mobility between Austria and Hungary is a
            circumscribed phenomenon in terms of quantities, and it will
            most probably remain so in the near future.",,,,,,,,,,,,
19,10212418,World,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4826,"The regional dimension of
            north-south trade-related R&D spillover",http://documents.worldbank.org/curated/en/446871468326409023/pdf/WPS4826.pdf,/research/2009/01/10212418/regional-dimension-north-south-trade-related-rd-spillover,http://documents.worldbank.org/curated/en/446871468326409023/The-regional-dimension-of-north-south-trade-related-R-D-spillover,2009/01/10212418/regional-dimension-north-south-trade-related-rd-spillover,446871468326409023,http://documents.worldbank.org/curated/en/446871468326409023/The-regional-dimension-of-north-south-trade-related-R-D-spillover,"Schiff, Maurice","Wang, Yanling","The regional dimension of north-south
            trade-related R&D spillover",000158349_20090130093104,"trading partner;Technology Diffusion;total
            factor productivity growth;Canadian Journal of
            Economics;impact of trade;regional trade
            agreement;manufacturing industry;terms of trade;innovation
            and growth;volume of trade;global trading
            system;international technology diffusion;preferential
            trading areas;preferential trade agreement;preferential
            trading arrangements;multilateral trade negotiation;exchange
            of good;development research group;transfer of
            knowledge;fixed capital formation;world trading
            system;diffusion of technology;term of
            productivity;regression results;dynamic version;empirical
            result;proportional difference;trade relationship;education
            variable;fixed effect;data availability;flow
            data;depreciation rate;productivity gain;electrical
            machinery;trade share;sample period;output
            quality;estimation result;foreign research;parameter
            value;technological knowledge;estimated elasticity;future
            research;empirical investigation;production process;trade
            pattern;human capital;global economy;plastic
            products;inventory model;empirical application;concentration
            ratio;estimation equation;metal product;trade datum;trade
            volume;transportation equipment;raw data;business
            enterprise;wood product;paper product;petroleum
            refineries;economic integration;regional dimension;partner
            country;trade diversion;welfare impact;investment
            series;capital stock;income share;factor income;absorption
            capacity;white noise;empirical work;industrial
            country;regional spillover;alternative hypothesis;technology
            productivity;alternative specification;finished
            product;elasticity value;level analysis;regional
            pattern;personal interaction;goods trade;statistical
            significance;knowledge diffusion;automobile industry;",,,,"This paper examines the impact of
            trade with Japan, North America, and the European Union on
            technology diffusion and total factor productivity growth in
            Korea, Mexico, and Jordan. Measures of foreign research and
            development are constructed based on industry-specific
            research and development in the North, North-South trade
            patterns, and input-output relations in the South. The
            findings show that technology diffusion and productivity
            gains tend to be regional. Jordan benefits mainly from trade
            with the European Union, Korea from trade with Japan, and
            Mexico from trade with North America. In other words, the
            dynamic version of the ""natural trading partners""
            hypothesis holds for these countries.",,,,,,,,,,,,
20,10212433,World,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4827,"Measuring skilled migration rates
            : the case of small states",http://documents.worldbank.org/curated/en/499321468147580103/pdf/WPS4827.pdf,/research/2009/01/10212433/measuring-skilled-migration-rates-case-small-states,http://documents.worldbank.org/curated/en/499321468147580103/Measuring-skilled-migration-rates-the-case-of-small-states,2009/01/10212433/measuring-skilled-migration-rates-case-small-states,499321468147580103,http://documents.worldbank.org/curated/en/499321468147580103/Measuring-skilled-migration-rates-the-case-of-small-states,"Docquier, Frederic","Schiff, Maurice","Measuring skilled migration rates : the case
            of small states",000158349_20090130095406,"Brain Drain;small states;Levels of
            Educational Attainment;small island developing
            states;international movement of people;total number of
            people;european labor;average level of education;country of
            birth;age of entry;years of schooling;country of
            origin;total labor force;educated labor force;human capital
            indicators;positive feedback effect;transfer of
            knowledge;human capital accumulation;acquisition of
            citizenship;information and communication;development
            research group;growth in migration;foreign born
            individuals;stock of emigrant;engine of growth;exchange rate
            movement;put in motion;external economic shock;degree of
            specialization;production of commodity;stock of
            migrant;human development index;local labor market;migration
            of children;international skilled migration;concept of
            citizenship;number of migrants;number of emigrants;northern
            mariana islands;per capita gnp;receiving countries;dependent
            territory;skilled emigration;emigration rate;population
            size;source country;home countries;home country;skilled
            labor;skilled migrant worker;average emigration;educational
            structure;skilled immigration;skilled immigrant;small
            country;official statistic;illegal migrant;independent
            country;total stock;stock data;Higher Education;average
            share;upper bind;",,,,"Recent changes in information and
            communication technologies have contributed to a dramatic
            increase in the degree of integration and interdependency of
            countries, markets, and people. Against this background, one
            aspect of particular concern for small states is the
            international movement of people. This paper focuses on this
            particularly important aspect of globalization, with
            emphasis on the movement of skilled people and its
            relationship with country size. In addition to overall
            skilled migration, it provides evidence that controls for
            migration age in order to distinguish between those educated
            in the home country and those educated abroad. The authors
            discuss the growth implications of the brain drain from
            small countries and policies that may help control it.",,,,,,,,,,,,
21,10212454,World,Policy Research Working Paper,2009-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4828,"North-south trade-related
            technology diffusion, brain drain and productivity growth :
            are small states different ?",http://documents.worldbank.org/curated/en/246711468176940009/pdf/WPS4828.pdf,/research/2009/01/10212454/north-south-trade-related-technology-diffusion-brain-drain-productivity-growth-small-states-different,http://documents.worldbank.org/curated/en/246711468176940009/North-south-trade-related-technology-diffusion-brain-drain-and-productivity-growth-are-small-states-different,2009/01/10212454/north-south-trade-related-technology-diffusion-brain-drain-productivity-growth-small-states-different,246711468176940009,http://documents.worldbank.org/curated/en/246711468176940009/North-south-trade-related-technology-diffusion-brain-drain-and-productivity-growth-are-small-states-different,"Schiff, Maurice","Wang, Yanling","North-south trade-related technology
            diffusion, brain drain and productivity growth : are small
            states different ?",000158349_20090130100805,"Brain Drain;small states;Technology
            Diffusion;Canadian Journal of Economics;total factor
            productivity growth;average level of education;secondary
            school completion ratio;net brain gain;impact on
            productivity;impact of trade;diffusion of technology;fixed
            capital formation;",,,,"The economies of small developing
            states tend to be more fragile than those of large ones.
            This paper examines this issue in a dynamic context by
            focusing on the impact of the brain drain on North-South
            trade-related technology diffusion and total factor
            productivity growth in small and large states in the South.
            There are three main findings. First, productivity growth
            increases with North-South trade-related technology
            diffusion and education and the interaction between the two,
            and decreases with the brain drain. Second, the impact of
            North-South trade-related technology diffusion, education,
            and their interaction on productivity growth in small states
            is more than three times that for large countries, with the
            negative impact of the brain drain thus more than three
            times greater in small than in large states. And third, the
            greater loss in productivity growth in small states has two
            brain drain-related causes: a substantially greater
            sensitivity of productivity growth to the brain drain, and
            brain drain levels that are more than five times greater in
            small than in large states.",,,,,,,,,,,,
