id,text,label,data_type,totalwords
168175597,"The saying that “first impressions remain forever in the mind” is also applicable when it comes to buying decision making. The package of a product has a high propensity of attracting a first time buyer of a beauty product who has no prior contact of the product. In the same way, it can also turn away the first buyer too. Packaging actually serves many purposes, ranging from product protection to attracting consumer attention. It is the selling tool that should promote and sell the product by catching consumers attention, defining the product’s identity, providing information, ensuring safe use and protecting the product. This study therefore seek to find out how much the package of a beauty product goes into the decision making process of the consumer. A non probability sampling method was used to select the sample size. A sample size of 50 consisting of 40 users of beauty product and 10 sellers of beauty product in the New Juaben Municipality was used. The findings made in the research were that, females have the highest percentage when it comes to beauty product usage, whiles users of beauty product mostly prefer a rubber containers, consumers consider the package of a beauty product before they make a purchase, and the level of influence packaging have on the consumers’ buying decision was high. However, majority said that packaging does not guarantee quality, but rather packaging does help in the following ways; catching consumers attention, defining the product identity, and protecting the product. It is therefore recommended at the end of the research that manufacturers and retailers must not under play the role that packaging plays in bringing consumers to a particular product.",1,train,279
166653757,"In recent years there has been an explosion of interest in the concept of social capital and its impact upon society. Social capital is closely associated with community spirit and cohesion, and while definitions vary, the main aspects of social capital are citizenship, neighbourliness, trust and shared values, community involvement, volunteering, social networks, and civic and political participation.",0,train,58
32702578,"This paper applies a CDM-model framework to depict the successive links (correlations) between (i) innovation expenditure, (ii) innovation output, and (iii) firm productivity. The CDM model has become popular in many countries among scholars using data from the Community Innovation Survey (CIS). First, the study contrasts a general structural OECD version of the model against a model with country-specific design. Second, the study examines the gains from separating the labour force into ordinary and knowledge labour – as a means to avoid double counting of R&D investments. Third, the paper examines the difference between recognising a firm as a member of an unspecified company group versus a multinational group. Fourth, the paper explores how well sales per employee serves as a proxy for labour productivity proper. Fifth, the paper scrutinises the quality of CIS information by comparing key variables from the voluntary CIS survey with the same variables (for the same firms) recorded in the compulsory and audited register data in Sweden.",1,train,162
150756331,"The study aimed at investigating refusal strategies performed by foreign learners of Indonesian language. Specifically, it was focused on researching strategies of refusal used by the participant, emerging frequency of each strategies, as well as appropriateness and accuracy of each strategy used. Sixty students majoring in Tourism were involved in the project. Discourse completion task (DCT) containing an invitation using three sociocultural aspects of low power (-P), low distance (-D), and low rank of imposition (-R) was used to elicit participants’ refusal strategies. Taxonomy of refusal proposed by Beebe, Takahashi, and Uliss-Weltz (1990) was applied to recognize refusal strategies used by participants. Result of the study revealed that there were three strategies of ‘direct, indirect, and adjunct to refusal’ used by participants in responding the invitation. However, two new sub-strategies found to enrich indirect strategies, they are ‘alternative (change subject)’ and ‘telling wish’. Dealing with participants’ appropriateness and accuracy, it could be concluded that their appropriateness in producing semantic formulas were higher than their accuracy (96,55% and 40,83%) respectively. In addition, there were two contradictive propositions finally underscored upon analysis of appropriateness and accuracy. In term of appropriateness, it is implied that L2 proficiency does not guarantee learners’ high appropriateness, which is in contrast with the Cordina-Espurz’s (2013) finding. However, in term of accuracy, it implied that the lower learners’ L2 proficiency is the lower accuracy level they are in, which is in line with Cordina-Espurz’s (2013) finding.",1,train,238
156499506,Carbon Capture and Storage (CCS) in the European Union Energy Union’s Governance ::: Submission to the House of Lords EU Energy and Environment Sub-Committee inquiry: EU Energy Governance,0,train,28
53603832,"The issue of health occupies a central place in the official texts on education. In Quebec, the Healthy School Approach (HSA), situated at the crossroads of education and health, stands out for its comprehensive and integrated health promotion in schools. This qualitative study aims to describe the perceptions and involvement of 19 participants (students and educators) on health issues within the context of the HSA in a low socioeconomic school in Quebec. The use of focus groups revealed that the participants interviewed generally associate health with lifestyle, particularly physical activity and nutrition, while the educators demonstrate their involvement in a differentiated manner. The importance of a shared vision of health among students and educators in the pursuit of concerted and complementary health education in disadvantaged environments is highlighted.",1,train,128
145417324,"In recent years, a series of crime control practices known collectively as community justice have reintroduced rehabilitation and discretion to control certain minor crimes. This parallel system for approaching minor crime has oourished, even as the mainstream criminal system faces a crisis of legitimacy. This Article examines whether we can apply aspects of the community justice movement to improve the processing of serious crime in the mainstream criminal system. It assesses current community justice practices—community prosecution, community courts, sentencing circles, and citizen reparative boards—and ands that they have structural and procedural defects that should bar their use for serious crime. However, the chief innovation of the community justice movement—localized, popular decision-making—would alleviate many of the problems facing the criminal justice system. The Article argues that it may be possible to implement the goals of community justice while avoiding the defects of the current reform initiatives by restructuring the grand jury procedure and permitting local communities to sentence offenders.",0,train,158
144029692,"Research regarding children of intercountry adoption is limited, and most children of intercountry adoption have complex histories that may place them at risk for difficulty or failure in the classroom. Although the performances of some children from orphanage environments approximate those of chronological-age peers 2 to 4 years postadoption, duration of deprivation is consistently related, both historically and currently, to the cognitive delays and behavioral difficulties displayed by many postinstitutionalized children. Research regarding children of intercountry adoption is reviewed, and recommendations for future research are offered.",1,train,86
58894964,"Purpose - This paper investigates and reports on the management accounting practices in the British food and drinks industry. Design/methodology/approach - The data is generated by a large-scale postal questionnaire which was informed by preliminary interviews. Further interviews were carried out to aid interpretation of the responses. Descriptive statistics on the importance and frequency of use of individual practices provide the basis for discussion.Findings - Direct costing is widely practiced and important, by contrast with activity-based costing and full absorption costing. Despite the limitations of conventional budgets, they remain a central management accounting 'pillar' and are frequently used in 'what if?' analyzes. The balanced scorecard and other non-financial performance measures are perceived to be important but never or rarely used by 40% of companies. Product profitability analyzes are frequently applied, and, surprisingly, the profitability of supplying individual customers is frequently calculated by over 50% of the population. Respondents were skeptical about sophisticated DCF investment appraisals.Practical implications - Traditional management accounting is 'alive and well' but there are indications of likely increased use of: information concerning the cost of quality; non-financial measures relating to employees and analyzes of competitors' strengths and weaknesses. There is evidence of a gap between current textbooks and actual practices.Originality/value - The survey provides a unique detailed examination of actual management accounting practices and an indication of future trends.",1,train,222
153937949,"This essay, which is part of a symposium edition of the Akron Law Review, explores the practice of metadata mining (i.e., the surreptitious examination of an electronic document’s hidden data). The essay reviews the legal ethics opinions that have addressed the practice and contends that metadata mining is simply a variation of the oft-examined problem of inadvertently disclosed documents. The essay concludes that flat bans on metadata mining are misguided and that the issue should be treated in the same manner as inadvertent disclosures more generally. Under this approach, if a state permits lawyers to review inadvertently disclosed privileged documents, the jurisdiction should also permit lawyers to review the metadata contained in electronic documents. In contrast, if a jurisdiction prohibits the review of misdirected privileged documents, the state should ban metadata mining, but only when recipients have reason to believe that the metadata contains protected information.",0,train,146
158058049,"This paper presents an analysis of the land use and land cover change (LUCC) of major infrastructure construction as exemplified by the case of Hangzhou International Airport (HIA, Hangzhou, China), which is one of the busiest airports in Eastern China. The airport’s effect on LUCC is evaluated by comparing the actual pattern from 1996 to 2001 with a counterfactual simulated land use pattern that would have occurred without the intervention of airport construction. This research is based on land use maps from Landsat images that were analyzed by supervised classification and visual interpretation. To simulate the land use pattern occurring without airport construction, the counterfactual, we applied a cellular automata (CA)–Markov model. Through before and after comparison, we found that cultivated land has decreased and that constructed land has increased because of airport construction. However, according to the counterfactual scenario, airport construction to some extent prevented a decrease in cultivated land and decelerated the expansion of constructed land at a small scale and in the short term. We discuss several reasons for this result, including governmental regulations, such as the setting of the airport clearance area for the safety of plane take-off and landing, the adverse effects of aviation noise or pollution, which may limit the construction activities in the surrounding areas of the airport, and, importantly, the unique land use and land management system in China, mainly the cultivated land requisition-compensation balance policy. We conclude that (1) the counterfactual CA–Markov model simulation is a suitable and unbiased way of evaluating the effect of infrastructure on LUCC that can solve the deficiency in the previous literature relying on before and after comparisons and (2) regulatory, economic, and institutional factors should be considered when explaining and assessing the LUCC due to large infrastructure projects, such as airports, in China and in other countries.",1,train,302
189185705,"The goal of this survey study was to examine various aspects of group study in undergraduates across multiple institutions and demographic categories. Results from 463 participants showed the majority (78%) reported studying in a group at least once per semester, with younger students engaging in more frequent group sessions. Reasons for choosing group study included both learning and social factors. The majority experienced higher motivation and learning from group study, but the majority also generally prefer individual over group study. Regarding self-regulated learning choices in a group setting, these did vary by discipline, but the most commonly used strategies overall were active, empirically supported ones such as practice problems, discussion, quizzing/testing, questioning, and making flashcards. In addition, several group study strategies were correlated with GPA, including making mnemonics, making flashcards, and distributed (spaced) study sessions. More advanced students tended to use discussion-based strategies during group study, and lower-level students were more likely to report content-driven strategies such as quizzing/testing and flashcards. Also, frequency of group study was correlated with using more evidence-supported strategies, more efficient use of time, perceived improvements in learning, and preference for group study. Given that group study appears to be a common part of the undergraduate educational experience, we conclude with implications and future directions for learning scientists and educators.",1,train,214
151166437,"Department of Educational Management Policy and Curriculum Studies, 101p. The LC 1496.5 .K4I8 2013",0,train,14
150861005,"Due to recent global discussions about climate change and its possible consequences, the implementation of environmental policy instruments with the intent to counteract the current environmental developments has become increasingly important. Environmental regulation as policy instrument is supposed to reduce or ideally minimize emissions and pollution. However, the question arises how effective such regulations are. Further on, it is not obvious whether these policy instruments rather repress innovation and economic growth than induce a shift toward a greener technology. To address these questions we investigate an endogenous growth model in an environmental context, introduced by M. Rauscher (Green R&D versus end-of-pipe emission abatement: a model of directed technical change (Thuenen-Series of Applied Economic Theory, Working Paper 106), 2009). Rauscher investigates the impact of environmental standards on capital accumulation and R&D investments in an economy where both, brown (dirty) as well as green (clean) capital can be used in production. While Rauscher keeps the problem formulation rather general without assuming specific model functions, our focus is to apply optimal control theory to a specific scenario of this model.",0,train,177
33351893,"Abstract An Angular Spectrum Approach (ASA) is formulated and employed to simulate linear pulsed ultrasound fields for high bandwidth signals. A geometrically focused piston transducer is used as the acoustic source. Signals are cross-correlated to find the true sound speed during the measurement to make the simulated and measured pulses in phase for comparisons. The calculated sound speed in the measurement is varied between 1487.45 m/s and 1487.75 m/s by using different initial values in the ASA simulation. Results from the pulsed ASA simulations using both Field II simulated and hydrophone measured acoustic sources are compared to the Field II simulated and hydrophone measured pulses, respectively. The total relative root mean square (RMS) errors of the pulsed ASA are investigated by using different time-point, zero-padding factors, spatial sampling interval and temporal sampling frequency in the simulation. Optimal parameters for the ASA are found in the simulation. The RMS error of the ASA simulation is reduced from 10.9% to 2.4% for the optimal parameters when comparing to Field II simulations. The comparison between the ASA calculated and measured pulses are illustrated and the corresponding RMS error is 25.4%.",1,train,187
192968,"We use a 575,000-subject, 28-day experiment to investigate monetary policy in a virtual setting. The experiment tests the effect of virtual currency endowments on player retention and virtual currency demand. An increase in endowments of a virtual currency should lower the demand for the currency in the short run. However, in the long run, we would expect money demand to rise in response to inflation in the virtual world. We test for this behavior in a virtual field experiment in the football management game Top11. 575,000 players were selected at random and allocated to different ""shards"" or versions of the world. The shards differed only in terms of the initial money endowment offered to new players. Money demand was observed for 28 days as players used real money to purchase additional virtual currency. The results indicate that player money purchases were significantly higher in the shards where higher endowments were given. This suggests that a positive change in the money supply in a virtual context leads to inflation and increased money demand, and does so much more quickly than in real-world economies. Differences between virtual and real currency behavior will become more interesting as virtual currency becomes a bigger part of the real economy.",1,train,204
58935832,"With approximately three billion Euro (2001), Aventis funds one of the largest research and development budgets for prescription drugs in the pharmaceutical industry. The development of a drug, from identifying the active ingredient to approval can take ten to 15 years. A substance with an average to good profitability (for example, € 365 million per year) generates approximately one million Euro each day.",0,train,63
56061475,"The aim of this research project is to investigate integrative principles for change processes in regions. Four case studies, in Austria, Egypt, Sweden and the United States of America provide empiric ongoing regional best practise cases to verify investigated principles. Initial results have shown that one can improve change processes considering five integrative principles based on sustainability approaches. Those principles are: (a) Regional Entrepreneur as Key Actor with intrinsic motivation (the life force or energy for the activity and for the development of the internal structure is what we refer to as intrinsic motivation (Deci E., 1985, p.8)). (b) Network, Actor Network Theory (ANT) & Creative Milieus built on trust: mutual trust among partners, actors involved and affiliates, either close or part of a wider network. Networks supporting the process and the emegrence of creativity and innovation (c) Organizational Learning and further education of involved actors (d) Transdisciplinary Research Management: reflection of possibilities of integrated application oriented research and participatory research on future process opportunities",1,train,165
43722326,"This paper investigates interpersonal persuasion strategies in text-based computer-mediated communication (CMC). Significant differences were found in perceived effectiveness of CMC vs. face-to-face communication (FTFC) for achieving interpersonal persuasion and for applying persuasion strategies of reward, punishment, logic, and emotion. The findings suggest that persuasion in CMC will emphasize different strategies than are typical in FTFC.",1,train,55
73590009,"In the article social capital as the factor of social and economic exchange optimization (transactional costs decrease), configuration of the market and system of economic interests of the Republic of Belarus in the context of the history of this social and economic phenomenon research, the place and role of state regula­tion in economic processes and modern understanding of the market in correla­tion with economic growth and national safety is considered. Also the influence of social capital on the market system of Belarus and mechanisms of this social and economic phenomenon usage with the view of market functioning perfection is analyzed under the conditions of national and global imperatives.",0,train,108
54695574,"Audit risk and business risk have been shown to affect audit fees and hours which are used to represent auditors' efforts in previous studies. However, most previous studies consider only one of these types of risk, or focus on audit risk rather than business risk to estimate auditor efforts. This study investigates the simultaneous effects of audit risk and business risk on auditor efforts. The data of Korean listed firm is used and business risk is measured by the degree of market competition. This study verifies that when audit risk and business risk are considered simultaneously, the effect of audit risk on audit fees and hours diminishes with lower business risk. Auditors are less concerned about audit risk in less competitive markets than in highly competitive markets because auditor is less exposed to litigation risk due to the nature of less competition. In addition, this study investigates the unilateral effect of fluctuations in business risk on auditor efforts. As a result, the study provides evidence that market competition is significantly associated with auditor efforts in terms of audit fees and hours.",1,train,181
149069356,"Abstract:This article discusses the occurrence of voids in the intersection between Hebrew and Israeli Sign Language (ISL). Using Weizman's classification of voids (2010, 2016) in our analysis, we have discovered that languages that employ visual and auditory modalities make use of an additional category of voids: modality-induced voids. Our corpus consists of assignments on voids that were given during an academic ISL interpreting program from 2014 to 2016. Students were asked to suggest voids that were found in a comparison of ISL and Hebrew. We validated the voids with ISL users, both Deaf people and hearing interpreters, and used an online ISL dictionary as an aid.",1,train,106
13813582,"The aim of this study was to assess the effect of adding nanoparticles to N1 acrylic resin intended for artificial sclera, in terms of the color stability, microhardness, and flexural strength of the resin. Three hundred samples of N1 acrylic resin were used: 100 samples for color stability and microhardness tests (each test was performed on the opposite side of each sample), and 200 samples for flexural strength testing (100 samples before and after 1,008 hours of accelerated aging). Samples for each test were separated into ten groups (n=10), ie, without nanoparticles (control group) or with nanoparticles of zinc oxide, titanium dioxide (TiO2), and barium sulfate at weight concentrations of 1%, 2%, and 2.5% (nanoparticle groups). Data were subjected to statistical analysis with nested analysis of variance and Tukey’s test (P<0.05 significance level). Among the nanoparticle groups, the TiO2 groups showed better color stability at all concentrations. Microhardness values increased after artificial aging, except for the control and zinc oxide groups. After aging, the 1%–2% TiO2 groups had significantly higher microhardness values compared with the other nanoparticle groups. Before aging, there was a significant difference in flexural strength between the control and nanoparticle groups. After aging, the control and TiO2 groups, regardless of concentration, showed the lowest flexural strength values. Incorporation of nanoparticles directly influenced the acrylic resin properties, with TiO2 being the most influential nanoparticle in terms of the evaluated properties.",1,train,232
167670770,"Investment in stock markets are mostly influenced by the keen analysis and reasoning which help in predicting the market at least to some extent. Over the past years, a number of technical and theories for analysis has evolved; these combined with modern technology guides, which serve the purpose of an investor. The giant players in the market, like Foreign Insti- tutional Investors, Mutual Funds, etc. have the expertise skill and access for various analytical tools and make use of them. Most of the small investors are not in position to benefit out from market the way Mutual Funds do. Generally small inves- tor's investments are based on the market sentiments, inside information, through grapevine, tips and institution. The small investors heavily depend upon brokers and broking house for their investments. They can invest through the Mutual Fund who is more experienced and expert in this field than a small investor himself. In recent years a large number of players have entered into this market. The paper has been carried out to study an over- view of Mutual Fund Industry and to understand investor's perception about Mutual Funds in the context of their trading performance, explore investors risk perception and find out their preference over top Mutual Funds. This study is to understand how to evaluate of mutual funds. The objective is to evaluate the investment performance of Indian equity mutual fund with risk adjustment by using the theoretical parameters as suggested by William, Sharpes, Treynor, and Jensen model.",0,train,248
154310792,"We run an experiment where 97 subjects could retrieve records of completed past auctions before placing their bids in current one-bid, two-bid, and auction-selection games. Each subject was asked to participate in 3 current auctions; but could retrieve up to 60 records of completed (past) auctions. The results reveal a positive relation between the payoffs earned by the subjects and their history-inspection effort. Subjects act as if responding to the average bidding-ratios of the winners in the samples that they have retrieved. They apply intuitive signal-dependent stopping rules like “sample until observing a winner-value close to my won” or “find a close winner-value and try one more history” when sampling the databases. History-inspection directs bidders with relatively high private-valuations to moderate bidding which increases their realized payoffs. (JEL C9 D4 D8) Copyright Economic Science Association 2006",1,train,136
205660273,"BACKGROUND ::: People with severe mental illness (SMI) and criminal justice involvement (CJI) are able to achieve competitive employment when provided with evidence-based services, but outcomes are modest compared to studies of SMI in general. ::: ::: ::: AIMS ::: To investigate barriers to employment facing people with SMI and CJI receiving employment services. ::: ::: ::: METHOD ::: Employment service providers assessed top three barriers to employment for 87 people with SMI and CJI enrolled in a randomized controlled trial comparing a job club program to supported employment. Main barriers were identified and differences between programs were analyzed. Associations between barriers and client background characteristics were investigated. ::: ::: ::: RESULTS ::: The most common barriers were failure to engage and disengagement from services, followed by substance abuse. Staff from the two employment programs reported similar barriers. ::: ::: ::: CONCLUSIONS ::: Engagement problems were the single most important barrier to employment across programs. Surprisingly, criminal history was rarely mentioned. This may be explained by barriers arising earlier in the process, before achieving employer contact. The results call for recognition and awareness of the importance of motivational issues as well as factors that may inhibit engagement in services, highlighting possible augmentations to evidence-based employment services that may be necessary in the rehabilitation of this patient group.",1,train,217
157111000,"In the last half decade, there has been a visible growth in the poultry industry of Bangladesh leading to an increase in the per capita availability and consumption of chicken meat and egg. Although this growth has resulted in the minimization of the gap of human protein requirement, but compared to other developing countries as well as developed countries, per capita meat consumption is still very much lower. So there is a vast opportunity to improve total poultry industry by setting proper strategy to manage challenges and using opportunities effectively as well as efficiently. As a result the prime objectives of researchers are to explore the challenges and opportunities of poultry hatcheries focusing on SME players. Primary data has been collected by in-depth interviews and focus group discussions with different tiers of poultry professionals. Major findings of the research are the knowledge gap in respect of competitive dynamics, strategic management, global linkage potentials and modern technologies as well as another prime constraint is funding and fund management in terms of accessibility, availability and affordability (3A).",1,train,175
17453128,"Transition of manufacturing is pushed by service industry. Especially when producer service rises, traditional model of processing and manufacturing in manufacturing industry is transformed into producer service and more profits are gained. Due to this transformation, traditional value chain on manufacturing is upgrade to service-value chain. Through three-dimensional graph which explores the value-added in value chain, value-added of service in manufacturing value chain is outstanding. By establishing manufacturing-service-value chain based on game analysis, mechanism of manufacturing-service-value chain in three-dimensional model graph—driving source, condition and balance of manufacturing-service-value chain's operation—is more definite and economic sense of establishing service-value chain in manufacturing is illustrated.",0,train,102
155087168,Court Review magazine article concerning improving judicial retention vote in selective appointment systems.,0,train,13
54880595,"While institutional differences have been found to affect country growth patterns, much has remained unexplained, including how economic actors""overcome""institutional weaknesses and how internationalization helps or hinders development. Banking is an institutionally-intensive activity and the location decision of foreign banks provides a good test of how institutional differences are dealt with and how they may affect economic choices. Specifically, the authors examine whether banks seek out those markets where institutional familiarity provides them with a competitive advantage over other foreign competitor banks. Using bilateral data on banking sector foreign direct investment in all developing countries and controlling for other factors, they find that competitive advantage is an important factor in driving foreign banks'location decisions. The findings suggest that high institutional quality is not necessarily a prerequisite to attract foreign direct investment in banking and that there are specific benefits, as well as risks, to international financial integration between developing countries.",1,train,149
153175641,"As part of a research project funded by the German Research Foundation (DFG) a series of expert interviews was performed with renowned researchers in the fields of Information Systems (IS) and Wirtschaftsinformatik - the corresponding IS field in German speaking countries. The interviewees selected have been in the field from its beginning and have not only observed the field's development but have shaped it, for example, through the initiation of conferences and associations, curriculum efforts and by establishing new IS departments. The study's objective is to reconstruct the development and status of the discipline by taking advantage of the diverse perspectives and experiences of the researchers. This report presents in detail the research approach of the interview study, including the selection of interview partners, the interpretation process, and the topical areas of interview schedule.",1,train,134
15939462,"Higher order spatial correlations can capture edge and object relationships. Isotrigon textures are useful for studying our sensitivity to these correlations. We determined human discrimination performance for 18 isotrigon texture types and compared it with outputs from statistical discriminant models. Some of the models employed versions of the Allan Variance in receptive field outputs. Physiologically plausible mechanisms for such calculations are presented. Two discriminant models emulated human performance well, one based upon a global variance measure, and the other based upon a localised variance with an orientation bias. The 18 texture types were also shown to contain characteristic mini-textures.",1,train,99
167099997,"The phenomenal growth of banks has created massive employment opportunities for the educated unemployed youths of our nation. The women job-seekers find jobs in banks more attractive and more suitable to their nature. Banks also were not only not averse to taking them but even welcomed their entry because women have certain innate traits which fit in with the job requirements. Thus the humongous increase in job opportunities in banks and the abundant availability of qualified women who get selected in job tests paved the way for the large number of women occupying positions in all cadres today in not only public sector and private sector banks but even in new generation banks. Indian women is distinct from their western counter parts in that they do not shed their conventional roles as mothers and house wives inspire of their professional responsibilities. They are skilled at blending professional excellence and traditional love for home harmoniously. In the process of balancing work and home life, they encounter a plethora of problems. The study is purely exploratory in nature and seeks to identify the factors preventing women employees from aspiring for higher post and problems hindering the work performance of women executives in private sector banks in Puducherry state. Further this aims also at finding out the organizational support for women employees to achieve better work performance. The conclusion has been given.",1,train,229
3655806,"Emerging countries in Southeast Asia are facing considerable challenges in addressing rising motorisation and its negative impact on air quality, traffic, energy security, liveability, and greenhouse gas emissions. This paper presents a comparative analysis of the approach and status of sustainable, low-carbon transport policy in ASEAN countries and identifies differences and similarities. The methodology is based on a taxonomy of policy components as developed by Howlett and Cashore. The data come from comprehensive country studies for Indonesia, the Philippines, Thailand and Vietnam and interviews with policymakers. We find that each country has a specific set of goals, objectives and targets that support sustainable transport, and, directly or indirectly, climate change mitigation. In terms of specific mechanisms and calibrations, which we analyse based on the Avoid−Shift−Improve approach, there are notable differences between the countries, for example in terms of fuel economy policy. Even though an initial response to climate change mitigation challenges is visible in these countries’ transport policies, much more effort is required to enable a transition to a transport system compatible with long-term climate change and sustainable development targets.",1,train,180
